Index,Open,High,Low,Close,Volume,Adjusted
2010-04-19,130.38,132.28,130.38,132.23,11353700,121.53
2010-04-20,129.2,130.33,128.26,129.69,15216500,119.2
2010-04-21,129.87,130.27,128.5,128.99,7559200,118.56
2010-04-22,128.64,129.36,127.77,129.13,6018500,118.69
2010-04-23,129.08,130.1,128.71,129.99,6197300,119.48
2010-04-26,129.76,131.04,129.54,130.73,5285400,120.16
2010-04-27,129.9,132,128.71,128.82,10916700,118.4
2010-04-28,129.4,130.47,129.03,130.1,7122300,119.58
2010-04-29,130.55,131.21,130.15,130.46,5786900,119.91
2010-04-30,130.43,130.64,128.84,129,6266700,118.57
2010-05-03,129.39,130.14,128.8,129.6,4992100,119.12
2010-05-04,128.89,128.93,126.57,128.12,8285000,117.76
2010-05-05,127.12,128.23,126.87,127.46,6072800,117.15
2010-05-06,126.29,127.93,116,123.92,13168800,114.48
2010-05-07,123.36,124.39,120,122.1,10584800,112.8
2010-05-10,126.27,126.67,125.06,126.27,8463900,116.65
