"","X6M","X9M","X1Y","X2Y","X3Y","X4Y","X5Y","X7Y","X10Y"
"2010-10-04",2.96,2.99,3.065,3.195,3.355,3.52,3.645,3.825,4.055
"2010-10-05",2.96,2.99,3.06,3.2,3.365,3.54,3.655,3.845,4.06
"2010-10-06",2.96,2.99,3.065,3.215,3.37,3.545,3.66,3.845,4.065
"2010-10-07",2.96,2.99,3.065,3.205,3.35,3.53,3.65,3.84,4.05
"2010-10-08",2.96,2.99,3.07,3.215,3.36,3.54,3.66,3.845,4.06
"2010-10-11",2.96,2.99,3.07,3.235,3.38,3.57,3.685,3.875,4.1
"2010-10-12",2.96,2.99,3.075,3.23,3.38,3.555,3.685,3.875,4.105
"2010-10-13",2.96,2.99,3.07,3.225,3.375,3.555,3.68,3.875,4.105
"2010-10-14",2.945,3.005,3.07,3.22,3.355,3.54,3.655,3.86,4.08
"2010-10-15",2.945,3.005,3.085,3.24,3.385,3.56,3.695,3.875,4.12
"2010-10-18",2.99,3.025,3.08,3.24,3.4,3.575,3.7,3.9,4.125
"2010-10-19",2.99,3.025,3.08,3.24,3.43,3.6,3.72,3.94,4.17
"2010-10-20",2.99,3.025,3.09,3.245,3.44,3.63,3.77,3.985,4.22
"2010-10-21",2.99,3.025,3.085,3.25,3.43,3.61,3.745,3.975,4.2
"2010-10-22",2.99,3.025,3.085,3.23,3.425,3.605,3.74,3.965,4.205
"2010-10-25",3.02,3.025,3.08,3.225,3.42,3.615,3.75,3.965,4.215
"2010-10-26",3.005,3.025,3.085,3.24,3.44,3.645,3.79,4.01,4.28
"2010-10-27",3.005,3.025,3.08,3.23,3.44,3.64,3.81,4.025,4.285
"2010-10-28",3.005,3.025,3.09,3.235,3.43,3.63,3.79,4,4.26
"2010-10-29",3.005,3.025,3.08,3.22,3.42,3.62,3.76,3.975,4.24
"2010-11-01",3.005,3.025,3.085,3.225,3.42,3.63,3.77,3.975,4.235
"2010-11-02",3.005,3.03,3.08,3.225,3.43,3.645,3.78,3.995,4.26
"2010-11-03",3,3.04,3.08,3.23,3.43,3.63,3.755,3.98,4.245
"2010-11-04",3,3.04,3.08,3.225,3.42,3.63,3.77,4.005,4.255
"2010-11-05",3,3.04,3.08,3.225,3.42,3.63,3.77,4.005,4.255
"2010-11-08",3,3.04,3.08,3.22,3.42,3.625,3.77,4.005,4.275
"2010-11-09",3,3.04,3.085,3.23,3.425,3.63,3.77,4.005,4.265
"2010-11-10",3,3.04,3.095,3.225,3.43,3.635,3.765,4.025,4.31
"2010-11-11",3,3.04,3.095,3.22,3.42,3.625,3.76,4.01,4.32
"2010-11-12",3,3.04,3.105,3.23,3.43,3.64,3.82,4.065,4.4
"2010-11-15",3,3.04,3.09,3.23,3.435,3.655,3.835,4.0775,4.43
"2010-11-16",3,3.04,3.095,3.24,3.435,3.6575,3.84,4.0775,4.4375
"2010-11-17",3,3.04,3.095,3.24,3.44,3.665,3.84,4.075,4.45
"2010-11-18",3,3.04,3.09,3.225,3.425,3.63,3.785,4.055,4.405
"2010-11-19",3,3.04,3.09,3.225,3.425,3.64,3.8,4.045,4.405
"2010-11-22",3,3.04,3.09,3.23,3.425,3.64,3.805,4.045,4.405
"2010-11-23",3,3.04,3.085,3.22,3.385,3.61,3.765,3.995,4.38
"2010-11-24",3,3.04,3.09,3.225,3.4,3.605,3.785,4.01,4.385
"2010-11-25",3,3.04,3.09,3.24,3.41,3.62,3.795,4.035,4.41
"2010-11-26",3,3.04,3.095,3.24,3.41,3.63,3.795,4.045,4.445
"2010-11-29",3.005,3.045,3.095,3.24,3.41,3.63,3.8,4.035,4.42
"2010-11-30",3.005,3.045,3.085,3.23,3.41,3.615,3.785,4.025,4.39
"2010-12-01",3.005,3.045,3.085,3.245,3.425,3.64,3.805,4.045,4.44
"2010-12-02",3.005,3.045,3.105,3.26,3.47,3.665,3.84,4.075,4.47
"2010-12-03",3.005,3.045,3.105,3.265,3.465,3.655,3.825,4.085,4.475
"2010-12-06",3.01,3.055,3.115,3.275,3.465,3.635,3.82,4.105,4.455
"2010-12-07",3.015,3.06,3.12,3.28,3.48,3.67,3.835,4.115,4.505
"2010-12-08",3.02,3.07,3.135,3.315,3.5,3.705,3.885,4.165,4.585
"2010-12-09",3.02,3.07,3.145,3.33,3.515,3.7,3.875,4.16,4.545
"2010-12-10",3.02,3.07,3.145,3.33,3.51,3.685,3.87,4.15,4.52
"2010-12-13",3.02,3.07,3.14,3.325,3.51,3.695,3.885,4.185,4.54
"2010-12-14",3.02,3.07,3.135,3.335,3.51,3.675,3.87,4.17,4.515
"2010-12-15",3.02,3.07,3.165,3.345,3.515,3.685,3.875,4.175,4.55
"2010-12-16",3.025,3.075,3.165,3.355,3.515,3.685,3.86,4.155,4.51
"2010-12-17",3.035,3.09,3.155,3.345,3.51,3.68,3.86,4.17,4.545
"2010-12-20",3.035,3.09,3.165,3.36,3.52,3.685,3.87,4.17,4.565
"2010-12-21",3.035,3.09,3.165,3.355,3.52,3.695,3.87,4.17,4.545
"2010-12-22",3.035,3.09,3.165,3.365,3.52,3.705,3.875,4.17,4.545
"2010-12-23",3.035,3.09,3.185,3.37,3.535,3.705,3.88,4.18,4.545
"2010-12-24",3.035,3.09,3.185,3.37,3.535,3.705,3.88,4.18,4.545
"2010-12-27",3.035,3.09,3.17,3.38,3.555,3.71,3.895,4.2,4.575
"2010-12-28",3.035,3.09,3.185,3.37,3.535,3.705,3.88,4.18,4.545
"2010-12-29",3.035,3.11,3.18,3.39,3.55,3.72,3.9,4.2,4.575
"2010-12-30",3.05,3.11,3.18,3.385,3.535,3.7,3.88,4.185,4.565
"2010-12-31",3.05,3.11,3.19,3.4,3.535,3.695,3.88,4.175,4.565
"2011-01-03",3.05,3.145,3.195,3.41,3.58,3.765,3.955,4.25,4.635
"2011-01-04",3.05,3.145,3.205,3.395,3.565,3.755,3.95,4.255,4.63
"2011-01-05",3.05,3.145,3.18,3.385,3.575,3.765,3.94,4.24,4.63
"2011-01-06",3.05,3.14,3.195,3.425,3.615,3.835,4.065,4.35,4.765
"2011-01-07",3.05,3.14,3.21,3.425,3.625,3.825,4.06,4.385,4.8
"2011-01-10",3.05,3.16,3.245,3.455,3.675,3.895,4.13,4.485,4.935
"2011-01-11",3.05,3.165,3.225,3.43,3.655,3.87,4.11,4.45,4.88
"2011-01-12",3.075,3.16,3.225,3.45,3.675,3.885,4.15,4.495,4.9
"2011-01-13",3.075,3.16,3.22,3.44,3.665,3.86,4.105,4.405,4.815
"2011-01-14",3.075,3.17,3.23,3.435,3.665,3.855,4.095,4.405,4.81
"2011-01-17",3.095,3.18,3.245,3.475,3.705,3.905,4.15,4.445,4.83
"2011-01-18",3.12,3.175,3.245,3.475,3.71,3.9,4.15,4.44,4.815
"2011-01-19",3.135,3.22,3.29,3.535,3.76,3.955,4.175,4.465,4.815
"2011-01-20",3.13,3.22,3.3,3.53,3.73,3.92,4.135,4.44,4.775
"2011-01-21",3.13,3.235,3.32,3.545,3.765,3.96,4.155,4.445,4.785
"2011-01-24",3.14,3.255,3.35,3.59,3.81,4,4.215,4.52,4.88
"2011-01-25",3.14,3.255,3.33,3.585,3.82,3.995,4.21,4.5,4.88
"2011-01-26",3.135,3.255,3.33,3.57,3.79,3.99,4.19,4.49,4.875
"2011-01-27",3.09,3.24,3.26,3.5,3.725,3.935,4.155,4.415,4.825
"2011-01-28",3.085,3.185,3.225,3.465,3.675,3.905,4.115,4.395,4.785
"2011-01-31",3.08,3.185,3.19,3.445,3.67,3.89,4.105,4.395,4.775
"2011-02-01",3.08,3.185,3.205,3.47,3.69,3.905,4.13,4.415,4.79
"2011-02-02",3.075,3.19,3.235,3.475,3.705,3.925,4.145,4.425,4.795
"2011-02-03",3.075,3.19,3.235,3.475,3.705,3.925,4.145,4.425,4.795
"2011-02-04",3.075,3.19,3.235,3.475,3.705,3.925,4.145,4.425,4.795
"2011-02-07",3.1,3.19,3.26,3.55,3.79,4.045,4.28,4.585,4.95
"2011-02-08",3.1,3.19,3.255,3.545,3.805,4.03,4.26,4.555,4.935
"2011-02-09",3.11,3.21,3.26,3.575,3.85,4.07,4.31,4.615,5
"2011-02-10",3.11,3.21,3.245,3.525,3.815,4.02,4.235,4.545,4.915
"2011-02-11",3.115,3.21,3.24,3.51,3.8,4.01,4.24,4.56,4.92
"2011-02-14",3.115,3.21,3.235,3.53,3.81,4.02,4.27,4.565,4.945
"2011-02-15",3.115,3.21,3.245,3.54,3.81,4.02,4.26,4.555,4.935
"2011-02-16",3.115,3.21,3.245,3.515,3.77,4.015,4.24,4.54,4.93
"2011-02-17",3.115,3.21,3.24,3.505,3.76,3.98,4.21,4.51,4.895
"2011-02-18",3.115,3.17,3.215,3.49,3.77,3.985,4.215,4.54,4.905
"2011-02-21",3.115,3.17,3.23,3.495,3.77,3.99,4.22,4.545,4.915
"2011-02-22",3.09,3.17,3.22,3.455,3.715,3.945,4.17,4.515,4.9
"2011-02-23",3.09,3.17,3.215,3.455,3.715,3.945,4.185,4.515,4.935
"2011-02-24",3.085,3.1675,3.2,3.44,3.68,3.92,4.15,4.495,4.9
"2011-02-25",3.085,3.1675,3.2,3.435,3.68,3.91,4.155,4.485,4.875
"2011-02-28",3.09,3.1625,3.225,3.475,3.71,3.93,4.16,4.51,4.92
"2011-03-01",3.11,3.1775,3.235,3.465,3.705,3.93,4.17,4.505,4.915
"2011-03-02",3.11,3.18,3.245,3.475,3.71,3.935,4.16,4.495,4.885
"2011-03-03",3.11,3.18,3.25,3.47,3.715,3.93,4.17,4.505,4.86
"2011-03-04",3.1125,3.19,3.25,3.48,3.73,3.955,4.185,4.485,4.85
"2011-03-07",3.1125,3.1875,3.24,3.48,3.72,3.93,4.165,4.47,4.825
"2011-03-08",3.1125,3.1875,3.245,3.475,3.72,3.935,4.145,4.46,4.785
"2011-03-09",3.1125,3.195,3.24,3.47,3.68,3.9,4.12,4.4,4.75
"2011-03-10",3.11,3.17,3.205,3.41,3.6,3.79,4,4.285,4.625
"2011-03-11",3.1,3.2,3.285,3.485,3.67,3.83,4.035,4.305,4.645
"2011-03-14",3.105,3.205,3.25,3.47,3.62,3.79,3.96,4.235,4.555
"2011-03-15",3.105,3.195,3.24,3.4075,3.5625,3.7025,3.8675,4.12,4.43
"2011-03-16",3.105,3.195,3.25,3.455,3.63,3.77,3.935,4.205,4.535
"2011-03-17",3.105,3.195,3.23,3.44,3.585,3.73,3.89,4.145,4.47
"2011-03-18",3.105,3.195,3.235,3.42,3.59,3.745,3.92,4.165,4.505
"2011-03-21",3.105,3.195,3.25,3.48,3.655,3.85,4.02,4.295,4.635
"2011-03-22",3.105,3.195,3.27,3.495,3.69,3.875,4.06,4.355,4.675
"2011-03-23",3.145,3.24,3.325,3.56,3.72,3.895,4.06,4.35,4.66
"2011-03-24",3.135,3.24,3.325,3.56,3.75,3.9,4.05,4.315,4.61
"2011-03-25",3.145,3.3,3.36,3.61,3.775,3.9,4.07,4.335,4.63
"2011-03-28",3.155,3.275,3.355,3.585,3.755,3.925,4.09,4.345,4.67
"2011-03-29",3.155,3.28,3.365,3.595,3.775,3.92,4.09,4.335,4.655
"2011-03-30",3.155,3.27,3.385,3.61,3.78,3.945,4.11,4.39,4.695
"2011-03-31",3.155,3.27,3.38,3.585,3.755,3.92,4.085,4.355,4.665
"2011-04-01",3.155,3.28,3.385,3.61,3.79,3.95,4.115,4.385,4.685
"2011-04-04",3.155,3.28,3.385,3.595,3.76,3.925,4.09,4.37,4.66
"2011-04-05",3.175,3.315,3.395,3.6,3.75,3.905,4.07,4.345,4.625
"2011-04-06",3.185,3.315,3.41,3.62,3.77,3.925,4.085,4.34,4.61
"2011-04-07",3.185,3.315,3.415,3.615,3.77,3.92,4.09,4.34,4.615
"2011-04-08",3.235,3.33,3.415,3.62,3.79,3.96,4.11,4.36,4.645
"2011-04-11",3.24,3.34,3.415,3.61,3.785,3.96,4.125,4.385,4.655
"2011-04-12",3.225,3.325,3.41,3.595,3.76,3.93,4.1,4.37,4.655
"2011-04-13",3.225,3.325,3.395,3.585,3.765,3.93,4.1,4.365,4.655
"2011-04-14",3.23,3.325,3.41,3.58,3.77,3.92,4.085,4.34,4.63
"2011-04-15",3.23,3.325,3.4,3.575,3.755,3.905,4.06,4.27,4.585
"2011-04-18",3.23,3.325,3.38,3.555,3.725,3.875,4.025,4.265,4.545
"2011-04-19",3.23,3.325,3.39,3.56,3.72,3.875,4.03,4.245,4.55
"2011-04-20",3.23,3.335,3.39,3.58,3.75,3.9,4.055,4.28,4.58
"2011-04-21",3.23,3.335,3.4,3.6,3.765,3.92,4.085,4.315,4.625
"2011-04-22",3.23,3.335,3.4,3.59,3.765,3.92,4.085,4.315,4.625
"2011-04-25",3.23,3.335,3.4,3.59,3.765,3.92,4.075,4.305,4.615
"2011-04-26",3.23,3.335,3.395,3.58,3.75,3.895,4.055,4.28,4.59
"2011-04-27",3.225,3.33,3.395,3.57,3.74,3.885,4.045,4.285,4.575
"2011-04-28",3.17,3.32,3.395,3.57,3.71,3.85,4.015,4.225,4.53
"2011-04-29",3.225,3.32,3.38,3.56,3.705,3.83,3.975,4.21,4.455
"2011-05-02",3.225,3.32,3.38,3.56,3.705,3.83,3.975,4.21,4.455
"2011-05-03",3.225,3.315,3.38,3.57,3.71,3.825,3.975,4.205,4.45
"2011-05-04",3.245,3.315,3.42,3.61,3.745,3.86,3.995,4.22,4.45
"2011-05-05",3.35,3.41,3.515,3.655,3.76,3.865,3.99,4.215,4.425
"2011-05-06",3.36,3.41,3.515,3.66,3.785,3.9,4,4.21,4.425
"2011-05-09",3.36,3.41,3.515,3.635,3.77,3.88,4.005,4.205,4.425
"2011-05-10",3.36,3.41,3.505,3.63,3.765,3.88,4.01,4.215,4.425
"2011-05-11",3.345,3.44,3.505,3.64,3.77,3.895,4.02,4.225,4.43
"2011-05-12",3.345,3.44,3.495,3.6,3.71,3.82,3.93,4.125,4.335
"2011-05-13",3.345,3.44,3.49,3.595,3.72,3.83,3.955,4.155,4.38
"2011-05-16",3.345,3.44,3.48,3.58,3.695,3.805,3.92,4.115,4.335
"2011-05-17",3.345,3.44,3.48,3.58,3.695,3.805,3.92,4.115,4.335
"2011-05-18",3.345,3.44,3.495,3.6,3.72,3.845,3.96,4.155,4.375
"2011-05-19",3.345,3.44,3.49,3.615,3.745,3.865,3.995,4.185,4.405
"2011-05-20",3.35,3.44,3.4914,3.6167,3.7466,3.8663,3.9908,4.161,4.406
"2011-05-23",3.35,3.44,3.4862,3.5953,3.7204,3.8305,3.9507,4.1208,4.3504
"2011-05-24",3.35,3.44,3.4851,3.6,3.7303,3.8405,3.9555,4.1156,4.3553
"2011-05-25",3.355,3.44,3.4859,3.5909,3.7011,3.811,3.9412,4.1008,4.3259
"2011-05-26",3.355,3.44,3.492,3.5965,3.7113,3.821,3.9413,4.111,4.336
"2011-05-27",3.355,3.44,3.4866,3.586,3.6808,3.7957,3.9206,4.0758,4.3057
"2011-05-30",3.355,3.425,3.4808,3.5806,3.6757,3.7759,3.9006,4.0558,4.285
"2011-05-31",3.355,3.435,3.5008,3.6102,3.7154,3.8206,3.9556,4.1107,4.3354
"2011-06-01",3.355,3.435,3.4959,3.596,3.7112,3.8216,3.9312,4.0759,4.3206
"2011-06-02",3.355,3.43,3.4664,3.5662,3.6515,3.7515,3.8613,4.006,4.2156
"2011-06-03",3.355,3.43,3.4711,3.5609,3.6662,3.7611,3.8607,4.0108,4.2255
"2011-06-06",3.355,3.43,3.4659,3.5406,3.6353,3.7204,3.8356,3.9807,4.2005
"2011-06-07",3.355,3.43,3.4753,3.5601,3.6653,3.7755,3.8805,4.0406,4.2403
"2011-06-08",3.355,3.43,3.4656,3.5458,3.6561,3.7565,3.8612,4.0258,4.2356
"2011-06-09",3.365,3.44,3.4662,3.5612,3.6717,3.7816,3.8863,4.0561,4.2757
"2011-06-10",3.365,3.44,3.4857,3.5605,3.6804,3.7904,3.8954,4.0604,4.3004
"2011-06-13",3.365,3.44,3.48,3.57,3.68,3.795,3.905,4.075,4.305
"2011-06-14",3.365,3.44,3.485,3.58,3.705,3.81,3.93,4.105,4.325
"2011-06-15",3.365,3.44,3.505,3.595,3.715,3.835,3.96,4.14,4.365
"2011-06-16",3.365,3.44,3.495,3.575,3.69,3.795,3.905,4.085,4.305
"2011-06-17",3.425,3.465,3.5006,3.5754,3.6804,3.7854,3.8804,4.0454,4.2553
"2011-06-20",3.42,3.465,3.505,3.57,3.67,3.77,3.865,4,4.205
"2011-06-21",3.42,3.465,3.515,3.585,3.685,3.785,3.895,4.055,4.255
"2011-06-22",3.43,3.465,3.52,3.595,3.705,3.805,3.895,4.07,4.27
"2011-06-23",3.43,3.465,3.51,3.595,3.7,3.805,3.9,4.055,4.245
"2011-06-24",3.43,3.465,3.5257,3.6105,3.7154,3.8054,3.9104,4.0654,4.2453
"2011-06-27",3.415,3.455,3.515,3.585,3.685,3.76,3.88,4.03,4.21
"2011-06-28",3.415,3.455,3.515,3.59,3.7,3.805,3.905,4.055,4.235
"2011-06-29",3.415,3.455,3.515,3.615,3.73,3.835,3.95,4.105,4.28
"2011-06-30",3.415,3.455,3.515,3.615,3.73,3.845,3.965,4.135,4.32
"2011-07-01",3.415,3.46,3.5157,3.6255,3.7605,3.8705,3.9904,4.1754,4.3604
"2011-07-04",3.415,3.455,3.5,3.6,3.735,3.855,3.99,4.16,4.365
"2011-07-05",3.415,3.455,3.5,3.6,3.74,3.85,3.97,4.135,4.33
"2011-07-06",3.415,3.455,3.485,3.575,3.7,3.83,3.945,4.12,4.31
"2011-07-07",3.35,3.4,3.435,3.54,3.68,3.82,3.95,4.09,4.3
"2011-07-08",3.3675,3.405,3.4505,3.5604,3.7204,3.8604,3.9904,4.1754,4.3904
"2011-07-11",3.37,3.415,3.435,3.535,3.695,3.82,3.95,4.15,4.345
"2011-07-12",3.34,3.38,3.43,3.51,3.66,3.77,3.895,4.065,4.27
"2011-07-13",3.34,3.385,3.43,3.53,3.675,3.795,3.93,4.095,4.315
"2011-07-14",3.345,3.395,3.43,3.525,3.67,3.79,3.92,4.085,4.305
"2011-07-15",3.345,3.385,3.4354,3.5204,3.6654,3.7904,3.9204,4.0854,4.3154
"2011-07-18",3.345,3.385,3.435,3.52,3.665,3.79,3.905,4.095,4.285
"2011-07-19",3.345,3.385,3.445,3.535,3.675,3.81,3.94,4.13,4.32
"2011-07-20",3.37,3.41,3.46,3.56,3.695,3.83,3.96,4.14,4.34
"2011-07-21",3.37,3.415,3.465,3.56,3.7,3.835,3.96,4.145,4.345
"2011-07-22",3.375,3.42,3.4655,3.5754,3.7154,3.8554,3.9754,4.1754,4.3754
"2011-07-25",3.37,3.41,3.465,3.565,3.7,3.835,3.955,4.145,4.35
"2011-07-26",3.375,3.42,3.48,3.58,3.71,3.845,3.965,4.16,4.355
"2011-07-27",3.375,3.42,3.47,3.57,3.695,3.815,3.94,4.13,4.315
"2011-07-28",3.37,3.415,3.475,3.56,3.685,3.81,3.93,4.12,4.3
"2011-07-29",3.375,3.415,3.4748,3.5498,3.6748,3.7898,3.9098,4.0998,4.2799
"2011-08-01",3.38,3.425,3.46,3.545,3.655,3.765,3.875,4.065,4.23
"2011-08-02",3.36,3.405,3.455,3.515,3.62,3.715,3.835,4.01,4.165
"2011-08-03",3.36,3.4,3.43,3.49,3.59,3.725,3.775,3.94,4.085
"2011-08-04",3.365,3.39,3.435,3.485,3.59,3.68,3.77,3.935,4.075
"2011-08-05",3.325,3.36,3.3803,3.4252,3.5202,3.6003,3.6953,3.8453,3.9652
"2011-08-08",3.31,3.335,3.35,3.39,3.48,3.58,3.66,3.82,3.955
"2011-08-09",3.275,3.275,3.295,3.33,3.385,3.48,3.58,3.695,3.83
"2011-08-10",3.255,3.255,3.255,3.255,3.32,3.37,3.46,3.555,3.705
"2011-08-11",3.21,3.245,3.24,3.265,3.32,3.435,3.525,3.645,3.765
"2011-08-12",3.21,3.205,3.2299,3.2049,3.285,3.3751,3.4551,3.5752,3.6952
"2011-08-15",3.225,3.205,3.235,3.22,3.305,3.385,3.47,3.595,3.715
"2011-08-16",3.215,3.21,3.21,3.21,3.295,3.355,3.42,3.54,3.665
"2011-08-17",3.2,3.19,3.195,3.2,3.265,3.325,3.4,3.515,3.635
"2011-08-18",3.205,3.2,3.205,3.2,3.265,3.32,3.37,3.505,3.635
"2011-08-19",3.21,3.205,3.1948,3.1949,3.26,3.3201,3.4001,3.5201,3.6602
"2011-08-22",3.2,3.195,3.205,3.205,3.285,3.35,3.41,3.55,3.69
"2011-08-23",3.245,3.235,3.24,3.255,3.33,3.455,3.475,3.615,3.76
"2011-08-24",3.24,3.22,3.225,3.225,3.29,3.37,3.44,3.58,3.73
"2011-08-25",3.255,3.255,3.25,3.285,3.36,3.455,3.535,3.675,3.85
"2011-08-26",3.27,3.265,3.25,3.26,3.355,3.4251,3.4952,3.6402,3.8102
"2011-08-29",3.285,3.275,3.26,3.28,3.365,3.445,3.515,3.6549,3.8249
"2011-08-30",3.285,3.275,3.2601,3.28,3.365,3.4449,3.5149,3.6549,3.8248
"2011-08-31",3.285,3.275,3.2601,3.28,3.365,3.4449,3.5149,3.655,3.8249
"2011-09-01",3.295,3.285,3.26,3.285,3.375,3.455,3.535,3.675,3.845
"2011-09-02",3.245,3.24,3.2199,3.25,3.29,3.3651,3.4101,3.5551,3.6902
"2011-09-05",3.205,3.195,3.195,3.2,3.255,3.295,3.34,3.465,3.595
"2011-09-06",3.21,3.185,3.2,3.21,3.255,3.275,3.31,3.395,3.56
"2011-09-07",3.215,3.2,3.215,3.225,3.27,3.32,3.345,3.46,3.595
"2011-09-08",3.22,3.195,3.2,3.21,3.27,3.29,3.315,3.435,3.585
"2011-09-09",3.21,3.185,3.1798,3.1799,3.215,3.25,3.26,3.3851,3.5101
"2011-09-12",3.18,3.145,3.145,3.16,3.165,3.175,3.2,3.3,3.43
"2011-09-13",3.18,3.17,3.165,3.16,3.175,3.18,3.195,3.29,3.42
"2011-09-14",3.195,3.18,3.18,3.185,3.215,3.24,3.255,3.395,3.525
"2011-09-15",3.22,3.215,3.2148,3.245,3.3401,3.3501,3.4202,3.5952,3.7453
"2011-09-16",3.22,3.215,3.2199,3.26,3.3601,3.3801,3.4551,3.6352,3.7852
"2011-09-19",3.27,3.26,3.24,3.205,3.33,3.425,3.5,3.7,3.86
"2011-09-20",3.24,3.23,3.21,3.215,3.295,3.35,3.425,3.605,3.76
"2011-09-21",3.22,3.22,3.225,3.235,3.32,3.38,3.445,3.625,3.805
"2011-09-22",3.2,3.18,3.185,3.195,3.28,3.35,3.42,3.61,3.775
"2011-09-23",3.195,3.185,3.1698,3.1749,3.26,3.3301,3.4051,3.5952,3.7552
"2011-09-26",3.2,3.19,3.155,3.18,3.265,3.35,3.43,3.63,3.81
"2011-09-27",3.195,3.185,3.16,3.185,3.275,3.365,3.46,3.645,3.84
"2011-09-28",3.185,3.165,3.17,3.18,3.26,3.37,3.47,3.665,3.84
"2011-09-29",3.22,3.195,3.15,3.16,3.245,3.345,3.425,3.61,3.785
"2011-09-30",3.22,3.175,3.1648,3.1799,3.28,3.3801,3.4902,3.6752,3.8552
"2011-10-03",3.155,3.155,3.11,3.125,3.235,3.355,3.475,3.675,3.865
"2011-10-04",3.15,3.115,3.07,3.07,3.16,3.29,3.4,3.595,3.775
"2011-10-05",3.14,3.085,3.045,3.045,3.14,3.25,3.375,3.555,3.745
"2011-10-06",3.12,3.08,3.05,3.05,3.135,3.24,3.37,3.54,3.725
"2011-10-07",3.14,3.12,3.0946,3.0848,3.1699,3.275,3.3901,3.5702,3.7402
"2011-10-10",3.2,3.16,3.125,3.13,3.23,3.33,3.45,3.62,3.79
"2011-10-11",3.195,3.165,3.125,3.12,3.2,3.31,3.44,3.625,3.77
"2011-10-12",3.195,3.165,3.14,3.14,3.225,3.35,3.48,3.66,3.83
"2011-10-13",3.175,3.15,3.12,3.115,3.2,3.31,3.43,3.61,3.77
"2011-10-14",3.215,3.185,3.1196,3.1148,3.215,3.3251,3.4401,3.6152,3.7852
"2011-10-17",3.255,3.255,3.175,3.175,3.285,3.4,3.515,3.705,3.89
"2011-10-18",3.23,3.23,3.165,3.165,3.26,3.365,3.49,3.685,3.875
"2011-10-19",3.2,3.19,3.16,3.16,3.26,3.37,3.505,3.725,3.91
"2011-10-20",3.17,3.16,3.155,3.16,3.26,3.355,3.465,3.685,3.88
"2011-10-21",3.21,3.225,3.1547,3.1348,3.23,3.3351,3.4551,3.6702,3.8552
"2011-10-24",3.155,3.14,3.16,3.155,3.255,3.35,3.47,3.675,3.875
"2011-10-25",3.2,3.185,3.1599,3.16,3.25,3.3551,3.4651,3.6551,3.8501
"2011-10-26",3.2,3.185,3.16,3.16,3.25,3.355,3.465,3.655,3.85
"2011-10-27",3.225,3.21,3.165,3.17,3.26,3.36,3.47,3.685,3.875
"2011-10-28",3.24,3.22,3.2049,3.21,3.2951,3.3951,3.525,3.7252,3.9252
"2011-10-31",3.22,3.205,3.185,3.195,3.285,3.38,3.48,3.68,3.87
"2011-11-01",3.235,3.19,3.165,3.175,3.27,3.36,3.45,3.66,3.855
"2011-11-02",3.22,3.18,3.155,3.16,3.26,3.35,3.445,3.645,3.855
"2011-11-03",3.205,3.16,3.125,3.12,3.22,3.315,3.425,3.63,3.825
"2011-11-04",3.165,3.135,3.1095,3.1047,3.195,3.3101,3.4252,3.6353,3.8403
"2011-11-07",3.165,3.135,3.11,3.105,3.195,3.31,3.425,3.635,3.84
"2011-11-08",3.17,3.135,3.085,3.08,3.185,3.305,3.43,3.645,3.86
"2011-11-09",3.14,3.11,3.065,3.065,3.165,3.28,3.39,3.61,3.82
"2011-11-10",3.115,3.095,3.04,3.035,3.125,3.235,3.35,3.555,3.765
"2011-11-11",3.1325,3.1,3.0495,3.0498,3.1499,3.255,3.3701,3.5852,3.8152
"2011-11-14",3.175,3.135,3.08,3.075,3.185,3.285,3.39,3.615,3.83
"2011-11-15",3.16,3.115,3.06,3.05,3.155,3.255,3.36,3.58,3.8
"2011-11-16",3.12,3.075,3.015,3.01,3.115,3.215,3.32,3.53,3.755
"2011-11-17",3.11,3.07,3.01,2.995,3.105,3.205,3.3,3.515,3.735
"2011-11-18",3.085,3.05,3.0044,2.9897,3.0899,3.175,3.265,3.4651,3.6852
"2011-11-21",3.125,3.06,3.015,3.005,3.09,3.175,3.26,3.47,3.69
"2011-11-22",3.12,3.065,3.04,3.03,3.125,3.215,3.3,3.505,3.725
"2011-11-23",3.07,3.015,3.035,3.02,3.11,3.205,3.29,3.515,3.735
"2011-11-24",3.1,3.06,3.03,3.02,3.11,3.21,3.3,3.525,3.735
"2011-11-25",3.125,3.08,3.0392,3.0196,3.1199,3.225,3.3151,3.5652,3.7653
"2011-11-28",3.12,3.075,3.035,3.03,3.125,3.225,3.325,3.575,3.775
"2011-11-29",3.12,3.075,3.03,3.02,3.12,3.225,3.33,3.575,3.775
"2011-11-30",3.12,3.075,3.04,3.03,3.145,3.245,3.34,3.595,3.795
"2011-12-01",3.145,3.075,3.055,3.04,3.15,3.245,3.35,3.605,3.83
"2011-12-02",3.165,3.085,3.0646,3.0498,3.17,3.2751,3.3801,3.6352,3.8652
"2011-12-05",3.155,3.09,3.065,3.045,3.155,3.265,3.37,3.625,3.87
"2011-12-06",3.14,3.08,3.06,3.04,3.145,3.25,3.355,3.615,3.845
"2011-12-07",3.165,3.095,3.06,3.045,3.15,3.25,3.365,3.625,3.855
"2011-12-08",3.175,3.11,3.06,3.05,3.15,3.25,3.355,3.615,3.835
"2011-12-09",3.17,3.095,3.0545,3.0348,3.1349,3.24,3.3451,3.5952,3.8152
"2011-12-12",3.155,3.09,3.055,3.035,3.125,3.235,3.345,3.585,3.815
