"","date","indicator","X6M","X9M","X1Y","X2Y","X3Y","X4Y","X5Y","X7Y","X10Y"
"490",2011-04-12,0,3.225,3.325,3.41,3.595,3.76,3.93,4.1,4.37,4.655
"491",2011-04-13,0,3.225,3.325,3.395,3.585,3.765,3.93,4.1,4.365,4.655
"492",2011-04-14,0,3.23,3.325,3.41,3.58,3.77,3.92,4.085,4.34,4.63
"493",2011-04-15,0,3.23,3.325,3.4,3.575,3.755,3.905,4.06,4.27,4.585
"494",2011-04-18,0,3.23,3.325,3.38,3.555,3.725,3.875,4.025,4.265,4.545
"495",2011-04-19,0,3.23,3.325,3.39,3.56,3.72,3.875,4.03,4.245,4.55
"496",2011-04-20,0,3.23,3.335,3.39,3.58,3.75,3.9,4.055,4.28,4.58
"497",2011-04-21,0,3.23,3.335,3.4,3.6,3.765,3.92,4.085,4.315,4.625
"498",2011-04-22,0,3.23,3.335,3.4,3.59,3.765,3.92,4.085,4.315,4.625
"499",2011-04-25,0,3.23,3.335,3.4,3.59,3.765,3.92,4.075,4.305,4.615
"500",2011-04-26,0,3.23,3.335,3.395,3.58,3.75,3.895,4.055,4.28,4.59
"501",2011-04-27,0,3.225,3.33,3.395,3.57,3.74,3.885,4.045,4.285,4.575
"502",2011-04-28,0,3.17,3.32,3.395,3.57,3.71,3.85,4.015,4.225,4.53
"503",2011-04-29,0,3.225,3.32,3.38,3.56,3.705,3.83,3.975,4.21,4.455
"504",2011-05-02,0,3.225,3.32,3.38,3.56,3.705,3.83,3.975,4.21,4.455
"505",2011-05-03,0,3.225,3.315,3.38,3.57,3.71,3.825,3.975,4.205,4.45
"506",2011-05-04,0,3.245,3.315,3.42,3.61,3.745,3.86,3.995,4.22,4.45
"507",2011-05-05,0,3.35,3.41,3.515,3.655,3.76,3.865,3.99,4.215,4.425
"508",2011-05-06,0,3.36,3.41,3.515,3.66,3.785,3.9,4,4.21,4.425
"509",2011-05-09,0,3.36,3.41,3.515,3.635,3.77,3.88,4.005,4.205,4.425
"510",2011-05-10,0,3.36,3.41,3.505,3.63,3.765,3.88,4.01,4.215,4.425
"511",2011-05-11,0,3.345,3.44,3.505,3.64,3.77,3.895,4.02,4.225,4.43
"512",2011-05-12,0,3.345,3.44,3.495,3.6,3.71,3.82,3.93,4.125,4.335
"513",2011-05-13,0,3.345,3.44,3.49,3.595,3.72,3.83,3.955,4.155,4.38
"514",2011-05-16,0,3.345,3.44,3.48,3.58,3.695,3.805,3.92,4.115,4.335
"515",2011-05-17,0,3.345,3.44,3.48,3.58,3.695,3.805,3.92,4.115,4.335
"516",2011-05-18,0,3.345,3.44,3.495,3.6,3.72,3.845,3.96,4.155,4.375
"517",2011-05-19,0,3.345,3.44,3.49,3.615,3.745,3.865,3.995,4.185,4.405
"518",2011-05-20,0,3.35,3.44,3.4914,3.6167,3.7466,3.8663,3.9908,4.161,4.406
"519",2011-05-23,0,3.35,3.44,3.4862,3.5953,3.7204,3.8305,3.9507,4.1208,4.3504
"520",2011-05-24,0,3.35,3.44,3.4851,3.6,3.7303,3.8405,3.9555,4.1156,4.3553
"521",2011-05-25,0,3.355,3.44,3.4859,3.5909,3.7011,3.811,3.9412,4.1008,4.3259
"522",2011-05-26,0,3.355,3.44,3.492,3.5965,3.7113,3.821,3.9413,4.111,4.336
"523",2011-05-27,0,3.355,3.44,3.4866,3.586,3.6808,3.7957,3.9206,4.0758,4.3057
"524",2011-05-30,0,3.355,3.425,3.4808,3.5806,3.6757,3.7759,3.9006,4.0558,4.285
"525",2011-05-31,0,3.355,3.435,3.5008,3.6102,3.7154,3.8206,3.9556,4.1107,4.3354
"526",2011-06-01,0,3.355,3.435,3.4959,3.596,3.7112,3.8216,3.9312,4.0759,4.3206
"527",2011-06-02,0,3.355,3.43,3.4664,3.5662,3.6515,3.7515,3.8613,4.006,4.2156
"528",2011-06-03,0,3.355,3.43,3.4711,3.5609,3.6662,3.7611,3.8607,4.0108,4.2255
"529",2011-06-06,0,3.355,3.43,3.4659,3.5406,3.6353,3.7204,3.8356,3.9807,4.2005
"530",2011-06-07,0,3.355,3.43,3.4753,3.5601,3.6653,3.7755,3.8805,4.0406,4.2403
"531",2011-06-08,0,3.355,3.43,3.4656,3.5458,3.6561,3.7565,3.8612,4.0258,4.2356
"532",2011-06-09,0,3.365,3.44,3.4662,3.5612,3.6717,3.7816,3.8863,4.0561,4.2757
"533",2011-06-10,0,3.365,3.44,3.4857,3.5605,3.6804,3.7904,3.8954,4.0604,4.3004
"534",2011-06-13,0,3.365,3.44,3.48,3.57,3.68,3.795,3.905,4.075,4.305
"535",2011-06-14,0,3.365,3.44,3.485,3.58,3.705,3.81,3.93,4.105,4.325
"536",2011-06-15,0,3.365,3.44,3.505,3.595,3.715,3.835,3.96,4.14,4.365
"537",2011-06-16,0,3.365,3.44,3.495,3.575,3.69,3.795,3.905,4.085,4.305
"538",2011-06-17,0,3.425,3.465,3.5006,3.5754,3.6804,3.7854,3.8804,4.0454,4.2553
"539",2011-06-20,0,3.42,3.465,3.505,3.57,3.67,3.77,3.865,4,4.205
"540",2011-06-21,0,3.42,3.465,3.515,3.585,3.685,3.785,3.895,4.055,4.255
"541",2011-06-22,0,3.43,3.465,3.52,3.595,3.705,3.805,3.895,4.07,4.27
"542",2011-06-23,0,3.43,3.465,3.51,3.595,3.7,3.805,3.9,4.055,4.245
"543",2011-06-24,0,3.43,3.465,3.5257,3.6105,3.7154,3.8054,3.9104,4.0654,4.2453
"544",2011-06-27,0,3.415,3.455,3.515,3.585,3.685,3.76,3.88,4.03,4.21
"545",2011-06-28,0,3.415,3.455,3.515,3.59,3.7,3.805,3.905,4.055,4.235
"546",2011-06-29,0,3.415,3.455,3.515,3.615,3.73,3.835,3.95,4.105,4.28
"547",2011-06-30,0,3.415,3.455,3.515,3.615,3.73,3.845,3.965,4.135,4.32
"548",2011-07-01,0,3.415,3.46,3.5157,3.6255,3.7605,3.8705,3.9904,4.1754,4.3604
"549",2011-07-04,0,3.415,3.455,3.5,3.6,3.735,3.855,3.99,4.16,4.365
"550",2011-07-05,0,3.415,3.455,3.5,3.6,3.74,3.85,3.97,4.135,4.33
"551",2011-07-06,0,3.415,3.455,3.485,3.575,3.7,3.83,3.945,4.12,4.31
"552",2011-07-07,0,3.35,3.4,3.435,3.54,3.68,3.82,3.95,4.09,4.3
"553",2011-07-08,0,3.3675,3.405,3.4505,3.5604,3.7204,3.8604,3.9904,4.1754,4.3904
"554",2011-07-11,0,3.37,3.415,3.435,3.535,3.695,3.82,3.95,4.15,4.345
"555",2011-07-12,0,3.34,3.38,3.43,3.51,3.66,3.77,3.895,4.065,4.27
"556",2011-07-13,0,3.34,3.385,3.43,3.53,3.675,3.795,3.93,4.095,4.315
"557",2011-07-14,0,3.345,3.395,3.43,3.525,3.67,3.79,3.92,4.085,4.305
"558",2011-07-15,0,3.345,3.385,3.4354,3.5204,3.6654,3.7904,3.9204,4.0854,4.3154
"559",2011-07-18,0,3.345,3.385,3.435,3.52,3.665,3.79,3.905,4.095,4.285
"560",2011-07-19,0,3.345,3.385,3.445,3.535,3.675,3.81,3.94,4.13,4.32
"561",2011-07-20,0,3.37,3.41,3.46,3.56,3.695,3.83,3.96,4.14,4.34
"562",2011-07-21,0,3.37,3.415,3.465,3.56,3.7,3.835,3.96,4.145,4.345
"563",2011-07-22,0,3.375,3.42,3.4655,3.5754,3.7154,3.8554,3.9754,4.1754,4.3754
"564",2011-07-25,0,3.37,3.41,3.465,3.565,3.7,3.835,3.955,4.145,4.35
"565",2011-07-26,0,3.375,3.42,3.48,3.58,3.71,3.845,3.965,4.16,4.355
"566",2011-07-27,0,3.375,3.42,3.47,3.57,3.695,3.815,3.94,4.13,4.315
"567",2011-07-28,0,3.37,3.415,3.475,3.56,3.685,3.81,3.93,4.12,4.3
"568",2011-07-29,0,3.375,3.415,3.4748,3.5498,3.6748,3.7898,3.9098,4.0998,4.2799
"569",2011-08-01,0,3.38,3.425,3.46,3.545,3.655,3.765,3.875,4.065,4.23
"570",2011-08-02,0,3.36,3.405,3.455,3.515,3.62,3.715,3.835,4.01,4.165
"571",2011-08-03,0,3.36,3.4,3.43,3.49,3.59,3.725,3.775,3.94,4.085
"572",2011-08-04,0,3.365,3.39,3.435,3.485,3.59,3.68,3.77,3.935,4.075
"573",2011-08-05,0,3.325,3.36,3.3803,3.4252,3.5202,3.6003,3.6953,3.8453,3.9652
"574",2011-08-08,0,3.31,3.335,3.35,3.39,3.48,3.58,3.66,3.82,3.955
"575",2011-08-09,0,3.275,3.275,3.295,3.33,3.385,3.48,3.58,3.695,3.83
"576",2011-08-10,0,3.255,3.255,3.255,3.255,3.32,3.37,3.46,3.555,3.705
"577",2011-08-11,0,3.21,3.245,3.24,3.265,3.32,3.435,3.525,3.645,3.765
"578",2011-08-12,0,3.21,3.205,3.2299,3.2049,3.285,3.3751,3.4551,3.5752,3.6952
"579",2011-08-15,0,3.225,3.205,3.235,3.22,3.305,3.385,3.47,3.595,3.715
"580",2011-08-16,0,3.215,3.21,3.21,3.21,3.295,3.355,3.42,3.54,3.665
"581",2011-08-17,0,3.2,3.19,3.195,3.2,3.265,3.325,3.4,3.515,3.635
"582",2011-08-18,0,3.205,3.2,3.205,3.2,3.265,3.32,3.37,3.505,3.635
"583",2011-08-19,0,3.21,3.205,3.1948,3.1949,3.26,3.3201,3.4001,3.5201,3.6602
"584",2011-08-22,0,3.2,3.195,3.205,3.205,3.285,3.35,3.41,3.55,3.69
"585",2011-08-23,0,3.245,3.235,3.24,3.255,3.33,3.455,3.475,3.615,3.76
"586",2011-08-24,0,3.24,3.22,3.225,3.225,3.29,3.37,3.44,3.58,3.73
"587",2011-08-25,0,3.255,3.255,3.25,3.285,3.36,3.455,3.535,3.675,3.85
"588",2011-08-26,0,3.27,3.265,3.25,3.26,3.355,3.4251,3.4952,3.6402,3.8102
"589",2011-08-29,0,3.285,3.275,3.26,3.28,3.365,3.445,3.515,3.6549,3.8249
"590",2011-08-30,0,3.285,3.275,3.2601,3.28,3.365,3.4449,3.5149,3.6549,3.8248
"591",2011-08-31,0,3.285,3.275,3.2601,3.28,3.365,3.4449,3.5149,3.655,3.8249
"592",2011-09-01,0,3.295,3.285,3.26,3.285,3.375,3.455,3.535,3.675,3.845
"593",2011-09-02,0,3.245,3.24,3.2199,3.25,3.29,3.3651,3.4101,3.5551,3.6902
"594",2011-09-05,0,3.205,3.195,3.195,3.2,3.255,3.295,3.34,3.465,3.595
"595",2011-09-06,0,3.21,3.185,3.2,3.21,3.255,3.275,3.31,3.395,3.56
"596",2011-09-07,0,3.215,3.2,3.215,3.225,3.27,3.32,3.345,3.46,3.595
"597",2011-09-08,0,3.22,3.195,3.2,3.21,3.27,3.29,3.315,3.435,3.585
"598",2011-09-09,0,3.21,3.185,3.1798,3.1799,3.215,3.25,3.26,3.3851,3.5101
"599",2011-09-12,0,3.18,3.145,3.145,3.16,3.165,3.175,3.2,3.3,3.43
"600",2011-09-13,0,3.18,3.17,3.165,3.16,3.175,3.18,3.195,3.29,3.42
"601",2011-09-14,0,3.195,3.18,3.18,3.185,3.215,3.24,3.255,3.395,3.525
"602",2011-09-15,0,3.22,3.215,3.2148,3.245,3.3401,3.3501,3.4202,3.5952,3.7453
"603",2011-09-16,0,3.22,3.215,3.2199,3.26,3.3601,3.3801,3.4551,3.6352,3.7852
"604",2011-09-19,0,3.27,3.26,3.24,3.205,3.33,3.425,3.5,3.7,3.86
"605",2011-09-20,0,3.24,3.23,3.21,3.215,3.295,3.35,3.425,3.605,3.76
"606",2011-09-21,0,3.22,3.22,3.225,3.235,3.32,3.38,3.445,3.625,3.805
"607",2011-09-22,0,3.2,3.18,3.185,3.195,3.28,3.35,3.42,3.61,3.775
"608",2011-09-23,0,3.195,3.185,3.1698,3.1749,3.26,3.3301,3.4051,3.5952,3.7552
"609",2011-09-26,0,3.2,3.19,3.155,3.18,3.265,3.35,3.43,3.63,3.81
"610",2011-09-27,0,3.195,3.185,3.16,3.185,3.275,3.365,3.46,3.645,3.84
"611",2011-09-28,0,3.185,3.165,3.17,3.18,3.26,3.37,3.47,3.665,3.84
"612",2011-09-29,0,3.22,3.195,3.15,3.16,3.245,3.345,3.425,3.61,3.785
"613",2011-09-30,0,3.22,3.175,3.1648,3.1799,3.28,3.3801,3.4902,3.6752,3.8552
"614",2011-10-03,0,3.155,3.155,3.11,3.125,3.235,3.355,3.475,3.675,3.865
"615",2011-10-04,0,3.15,3.115,3.07,3.07,3.16,3.29,3.4,3.595,3.775
"616",2011-10-05,0,3.14,3.085,3.045,3.045,3.14,3.25,3.375,3.555,3.745
"617",2011-10-06,0,3.12,3.08,3.05,3.05,3.135,3.24,3.37,3.54,3.725
"618",2011-10-07,0,3.14,3.12,3.0946,3.0848,3.1699,3.275,3.3901,3.5702,3.7402
"619",2011-10-10,0,3.2,3.16,3.125,3.13,3.23,3.33,3.45,3.62,3.79
"620",2011-10-11,0,3.195,3.165,3.125,3.12,3.2,3.31,3.44,3.625,3.77
"621",2011-10-12,0,3.195,3.165,3.14,3.14,3.225,3.35,3.48,3.66,3.83
"622",2011-10-13,0,3.175,3.15,3.12,3.115,3.2,3.31,3.43,3.61,3.77
"623",2011-10-14,0,3.215,3.185,3.1196,3.1148,3.215,3.3251,3.4401,3.6152,3.7852
"624",2011-10-17,0,3.255,3.255,3.175,3.175,3.285,3.4,3.515,3.705,3.89
"625",2011-10-18,0,3.23,3.23,3.165,3.165,3.26,3.365,3.49,3.685,3.875
"626",2011-10-19,0,3.2,3.19,3.16,3.16,3.26,3.37,3.505,3.725,3.91
"627",2011-10-20,0,3.17,3.16,3.155,3.16,3.26,3.355,3.465,3.685,3.88
"628",2011-10-21,0,3.21,3.225,3.1547,3.1348,3.23,3.3351,3.4551,3.6702,3.8552
"629",2011-10-24,0,3.155,3.14,3.16,3.155,3.255,3.35,3.47,3.675,3.875
"630",2011-10-25,0,3.2,3.185,3.1599,3.16,3.25,3.3551,3.4651,3.6551,3.8501
"631",2011-10-26,0,3.2,3.185,3.16,3.16,3.25,3.355,3.465,3.655,3.85
"632",2011-10-27,0,3.225,3.21,3.165,3.17,3.26,3.36,3.47,3.685,3.875
"633",2011-10-28,0,3.24,3.22,3.2049,3.21,3.2951,3.3951,3.525,3.7252,3.9252
"634",2011-10-31,0,3.22,3.205,3.185,3.195,3.285,3.38,3.48,3.68,3.87
"635",2011-11-01,0,3.235,3.19,3.165,3.175,3.27,3.36,3.45,3.66,3.855
"636",2011-11-02,0,3.22,3.18,3.155,3.16,3.26,3.35,3.445,3.645,3.855
"637",2011-11-03,0,3.205,3.16,3.125,3.12,3.22,3.315,3.425,3.63,3.825
"638",2011-11-04,0,3.165,3.135,3.1095,3.1047,3.195,3.3101,3.4252,3.6353,3.8403
"639",2011-11-07,0,3.165,3.135,3.11,3.105,3.195,3.31,3.425,3.635,3.84
"640",2011-11-08,0,3.17,3.135,3.085,3.08,3.185,3.305,3.43,3.645,3.86
"641",2011-11-09,0,3.14,3.11,3.065,3.065,3.165,3.28,3.39,3.61,3.82
"642",2011-11-10,0,3.115,3.095,3.04,3.035,3.125,3.235,3.35,3.555,3.765
"643",2011-11-11,0,3.1325,3.1,3.0495,3.0498,3.1499,3.255,3.3701,3.5852,3.8152
"644",2011-11-14,0,3.175,3.135,3.08,3.075,3.185,3.285,3.39,3.615,3.83
"645",2011-11-15,0,3.16,3.115,3.06,3.05,3.155,3.255,3.36,3.58,3.8
"646",2011-11-16,0,3.12,3.075,3.015,3.01,3.115,3.215,3.32,3.53,3.755
"647",2011-11-17,0,3.11,3.07,3.01,2.995,3.105,3.205,3.3,3.515,3.735
"648",2011-11-18,0,3.085,3.05,3.0044,2.9897,3.0899,3.175,3.265,3.4651,3.6852
"649",2011-11-21,0,3.125,3.06,3.015,3.005,3.09,3.175,3.26,3.47,3.69
"650",2011-11-22,0,3.12,3.065,3.04,3.03,3.125,3.215,3.3,3.505,3.725
"651",2011-11-23,0,3.07,3.015,3.035,3.02,3.11,3.205,3.29,3.515,3.735
"652",2011-11-24,0,3.1,3.06,3.03,3.02,3.11,3.21,3.3,3.525,3.735
"653",2011-11-25,0,3.125,3.08,3.0392,3.0196,3.1199,3.225,3.3151,3.5652,3.7653
"654",2011-11-28,0,3.12,3.075,3.035,3.03,3.125,3.225,3.325,3.575,3.775
"655",2011-11-29,0,3.12,3.075,3.03,3.02,3.12,3.225,3.33,3.575,3.775
"656",2011-11-30,0,3.12,3.075,3.04,3.03,3.145,3.245,3.34,3.595,3.795
"657",2011-12-01,0,3.145,3.075,3.055,3.04,3.15,3.245,3.35,3.605,3.83
"658",2011-12-02,0,3.165,3.085,3.0646,3.0498,3.17,3.2751,3.3801,3.6352,3.8652
"659",2011-12-05,0,3.155,3.09,3.065,3.045,3.155,3.265,3.37,3.625,3.87
"660",2011-12-06,0,3.14,3.08,3.06,3.04,3.145,3.25,3.355,3.615,3.845
"661",2011-12-07,0,3.165,3.095,3.06,3.045,3.15,3.25,3.365,3.625,3.855
"662",2011-12-08,0,3.175,3.11,3.06,3.05,3.15,3.25,3.355,3.615,3.835
"663",2011-12-09,0,3.17,3.095,3.0545,3.0348,3.1349,3.24,3.3451,3.5952,3.8152
"664",2011-12-12,0,3.155,3.09,3.055,3.035,3.125,3.235,3.345,3.585,3.815
"665",2011-12-13,0,3.155,3.08,3.055,3.03,3.125,3.23,3.345,3.585,3.815
"666",2011-12-14,0,3.15,3.08,3.055,3.025,3.12,3.23,3.34,3.59,3.81
"667",2011-12-15,0,3.125,3.055,3.005,2.96,3.04,3.155,3.265,3.52,3.75
"668",2011-12-16,0,3.14,3.08,3.0194,2.9897,3.0749,3.19,3.3001,3.5502,3.7652
"669",2011-12-19,0,3.145,3.085,3.015,2.98,3.075,3.185,3.29,3.545,3.77
"670",2011-12-20,0,3.15,3.085,3.02,3,3.095,3.195,3.305,3.555,3.775
"671",2011-12-21,0,3.155,3.1,3.035,3.025,3.115,3.22,3.345,3.595,3.825
"672",2011-12-22,0,3.145,3.09,3.025,3.025,3.125,3.22,3.345,3.595,3.815
"673",2011-12-23,0,3.16,3.105,3.0443,3.0246,3.1249,3.22,3.3501,3.5953,3.8253
"674",2011-12-26,0,3.16,3.105,3.045,3.025,3.125,3.22,3.35,3.595,3.825
"675",2011-12-27,0,3.16,3.105,3.045,3.025,3.125,3.22,3.345,3.595,3.825
"676",2011-12-28,0,3.16,3.105,3.035,3.015,3.105,3.215,3.325,3.575,3.795
"677",2011-12-29,0,3.15,3.08,3.025,3.01,3.095,3.21,3.325,3.575,3.795
"678",2011-12-30,0,3.155,3.085,3.0253,3.0152,3.0851,3.2,3.31,3.5649,3.7849
"679",2012-01-02,0,3.155,3.085,3.025,3.015,3.085,3.2,3.31,3.565,3.785
"680",2012-01-03,0,3.16,3.095,3.04,3.015,3.115,3.225,3.34,3.585,3.825
"681",2012-01-04,0,3.15,3.085,3.035,3.03,3.12,3.23,3.355,3.585,3.81
"682",2012-01-05,0,3.125,3.065,3.04,3.035,3.115,3.22,3.33,3.545,3.755
"683",2012-01-06,0,3.145,3.085,3.0445,3.0398,3.1149,3.22,3.3301,3.5502,3.7302
"684",2012-01-09,0,3.15,3.09,3.055,3.03,3.115,3.215,3.325,3.55,3.72
"685",2012-01-10,0,3.155,3.095,3.06,3.045,3.115,3.21,3.325,3.55,3.725
"686",2012-01-11,0,3.145,3.085,3.06,3.05,3.11,3.205,3.31,3.515,3.695
"687",2012-01-12,0,3.175,3.12,3.06,3.05,3.115,3.195,3.29,3.49,3.655
"688",2012-01-13,0,3.18,3.145,3.1147,3.0999,3.15,3.22,3.3351,3.5352,3.7152
"689",2012-01-16,0,3.18,3.145,3.11,3.105,3.17,3.235,3.33,3.52,3.71
"690",2012-01-17,0,3.175,3.155,3.125,3.13,3.19,3.255,3.35,3.55,3.74
"691",2012-01-18,0,3.165,3.145,3.115,3.1,3.165,3.25,3.35,3.555,3.74
"692",2012-01-19,0,3.165,3.14,3.115,3.095,3.155,3.235,3.33,3.53,3.71
"693",2012-01-20,0,3.15,3.125,3.1144,3.1147,3.1699,3.2451,3.3452,3.5453,3.7304
"694",2012-01-23,0,3.15,3.125,3.1149,3.115,3.17,3.245,3.3451,3.5451,3.7301
"695",2012-01-24,0,3.175,3.135,3.115,3.115,3.17,3.245,3.345,3.545,3.73
"696",2012-01-25,0,3.1875,3.165,3.115,3.13,3.185,3.265,3.375,3.575,3.745
"697",2012-01-26,0,3.18,3.16,3.13,3.12,3.175,3.255,3.365,3.575,3.78
"698",2012-01-27,0,3.175,3.155,3.1248,3.1149,3.175,3.2551,3.3551,3.5602,3.7652
"699",2012-01-30,0,3.16,3.095,3.07,3.07,3.135,3.22,3.33,3.53,3.715
"700",2012-01-31,0,3.175,3.145,3.0848,3.0749,3.135,3.22,3.3351,3.5351,3.7351
"701",2012-02-01,0,3.175,3.145,3.085,3.075,3.135,3.22,3.335,3.535,3.735
"702",2012-02-02,0,3.17,3.14,3.105,3.09,3.15,3.23,3.33,3.535,3.73
"703",2012-02-03,0,3.145,3.115,3.0843,3.0596,3.1048,3.185,3.2801,3.4752,3.6553
"704",2012-02-06,0,3.145,3.115,3.0848,3.0599,3.105,3.185,3.28,3.4751,3.6551
"705",2012-02-07,0,3.145,3.115,3.085,3.06,3.105,3.185,3.28,3.475,3.655
"706",2012-02-08,0,3.185,3.16,3.135,3.115,3.165,3.235,3.34,3.54,3.725
"707",2012-02-09,0,3.17,3.155,3.13,3.13,3.19,3.255,3.36,3.545,3.72
"708",2012-02-10,0,3.165,3.145,3.1248,3.1099,3.17,3.235,3.3351,3.5152,3.6802
"709",2012-02-13,0,3.17,3.15,3.115,3.1,3.165,3.24,3.35,3.53,3.705
"710",2012-02-14,0,3.15,3.13,3.115,3.1,3.165,3.235,3.345,3.51,3.675
"711",2012-02-15,0,3.16,3.14,3.12,3.105,3.16,3.235,3.34,3.515,3.675
"712",2012-02-16,0,3.16,3.13,3.1,3.09,3.145,3.215,3.32,3.495,3.65
"713",2012-02-17,0,3.17,3.14,3.1123,3.1024,3.16,3.2475,3.3551,3.545,3.7102
"714",2012-02-20,0,3.185,3.15,3.125,3.11,3.185,3.27,3.39,3.58,3.755
"715",2012-02-21,0,3.15,3.14,3.115,3.125,3.21,3.31,3.42,3.61,3.79
"716",2012-02-22,0,3.17,3.165,3.16,3.165,3.255,3.355,3.46,3.65,3.83
"717",2012-02-23,0,3.17,3.17,3.16,3.195,3.275,3.38,3.49,3.685,3.865
"718",2012-02-24,0,3.16,3.16,3.165,3.2,3.2851,3.3752,3.4852,3.6702,3.8602
"719",2012-02-27,0,3.16,3.16,3.155,3.185,3.27,3.37,3.47,3.66,3.85
"720",2012-02-28,0,3.15,3.15,3.15,3.17,3.25,3.34,3.44,3.63,3.805
"721",2012-02-29,0,3.16,3.16,3.165,3.19,3.265,3.355,3.455,3.645,3.82
"722",2012-03-01,0,3.175,3.175,3.17,3.2,3.285,3.385,3.49,3.67,3.865
"723",2012-03-02,0,3.18,3.18,3.165,3.2,3.2951,3.3952,3.5102,3.6802,3.8853
"724",2012-03-05,0,3.18,3.18,3.16,3.185,3.28,3.385,3.485,3.67,3.865
"725",2012-03-06,0,3.18,3.175,3.165,3.17,3.265,3.36,3.465,3.645,3.835
"726",2012-03-07,0,3.155,3.15,3.155,3.165,3.27,3.37,3.47,3.655,3.83
"727",2012-03-08,0,3.16,3.16,3.175,3.19,3.285,3.38,3.485,3.67,3.83
"728",2012-03-09,0,3.17,3.17,3.17,3.19,3.2801,3.3752,3.4852,3.6652,3.8452
"729",2012-03-12,0,3.175,3.175,3.175,3.2,3.285,3.375,3.5,3.685,3.865
"730",2012-03-13,0,3.185,3.185,3.195,3.235,3.335,3.445,3.56,3.76,3.955
"731",2012-03-14,0,3.2,3.205,3.23,3.3,3.41,3.535,3.66,3.87,4.065
"732",2012-03-15,0,3.2,3.205,3.225,3.32,3.41,3.525,3.665,3.86,4.015
"733",2012-03-16,0,3.2,3.205,3.215,3.3102,3.4,3.5353,3.6603,3.8653,4.04
"734",2012-03-19,0,3.2,3.2,3.215,3.285,3.395,3.515,3.63,3.835,4
"735",2012-03-20,0,3.2,3.2,3.205,3.285,3.395,3.535,3.65,3.845,4.035
"736",2012-03-21,0,3.2,3.2,3.215,3.295,3.405,3.53,3.67,3.855,4.045
"737",2012-03-22,0,3.2,3.2,3.21,3.26,3.355,3.49,3.59,3.79,3.97
"738",2012-03-23,0,3.2,3.2,3.2001,3.2501,3.3552,3.4852,3.6053,3.8053,3.9803
"739",2012-03-26,0,3.2,3.2,3.215,3.265,3.365,3.5,3.625,3.82,3.995
"740",2012-03-27,0,3.2,3.2,3.215,3.265,3.375,3.51,3.62,3.805,3.985
"741",2012-03-28,0,3.2,3.2,3.215,3.27,3.38,3.515,3.625,3.81,3.995
"742",2012-03-29,0,3.2,3.2,3.215,3.27,3.385,3.53,3.65,3.845,4.035
"743",2012-03-30,0,3.2,3.2,3.215,3.26,3.3849,3.5199,3.6399,3.8399,4.0399
"744",2012-04-02,0,3.215,3.215,3.225,3.265,3.4,3.54,3.665,3.865,4.06
"745",2012-04-03,0,3.21,3.21,3.225,3.275,3.39,3.53,3.665,3.865,4.06
"746",2012-04-04,0,3.21,3.21,3.23,3.29,3.4,3.545,3.7,3.9,4.095
"747",2012-04-05,0,3.205,3.205,3.215,3.27,3.375,3.525,3.66,3.855,4.05
"748",2012-04-06,0,3.205,3.205,3.2151,3.2651,3.3752,3.5153,3.6503,3.8503,4.0303
"749",2012-04-09,0,3.195,3.195,3.21,3.24,3.35,3.48,3.595,3.775,3.965
"750",2012-04-10,0,3.185,3.185,3.195,3.225,3.33,3.455,3.57,3.75,3.94
"751",2012-04-11,0,3.175,3.17,3.19,3.22,3.32,3.43,3.555,3.74,3.925
"752",2012-04-12,0,3.18,3.175,3.195,3.22,3.325,3.45,3.565,3.755,3.925
"753",2012-04-13,0,3.18,3.175,3.195,3.2251,3.3302,3.4402,3.5402,3.7303,3.9003
"754",2012-04-16,0,3.175,3.175,3.195,3.205,3.305,3.415,3.515,3.705,3.875
"755",2012-04-17,0,3.17,3.17,3.18,3.195,3.3,3.415,3.52,3.69,3.87
"756",2012-04-18,0,3.165,3.17,3.18,3.215,3.31,3.425,3.53,3.72,3.89
"757",2012-04-19,0,3.165,3.17,3.185,3.205,3.305,3.415,3.53,3.705,3.875
"758",2012-04-20,0,3.165,3.17,3.18,3.2,3.2901,3.4052,3.5102,3.6902,3.8552
"759",2012-04-23,0,3.165,3.165,3.17,3.185,3.28,3.39,3.49,3.67,3.83
"760",2012-04-24,0,3.165,3.165,3.165,3.185,3.275,3.39,3.495,3.67,3.84
"761",2012-04-25,0,3.175,3.17,3.18,3.2,3.295,3.405,3.515,3.695,3.86
"762",2012-04-26,0,3.175,3.175,3.19,3.21,3.31,3.42,3.53,3.71,3.88
"763",2012-04-27,0,3.175,3.175,3.185,3.2,3.2951,3.4052,3.5052,3.6802,3.8402
"764",2012-04-30,0,3.175,3.175,3.185,3.2,3.2951,3.4051,3.5101,3.6851,3.8551
"765",2012-05-01,0,3.175,3.175,3.185,3.2,3.295,3.405,3.51,3.685,3.855
"766",2012-05-02,0,3.175,3.175,3.185,3.2,3.29,3.4,3.5,3.685,3.84
"767",2012-05-03,0,3.185,3.18,3.18,3.19,3.275,3.38,3.48,3.655,3.82
"768",2012-05-04,0,3.185,3.18,3.18,3.19,3.2851,3.3802,3.4802,3.6552,3.8102
"769",2012-05-07,0,3.165,3.15,3.15,3.15,3.22,3.315,3.42,3.555,3.72
"770",2012-05-08,0,3.17,3.15,3.15,3.15,3.21,3.31,3.41,3.585,3.735
"771",2012-05-09,0,3.165,3.155,3.15,3.145,3.21,3.295,3.395,3.56,3.72
