Date,91D.deposit,9M,1Y,18M,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,12Y,15Y,20Y
8/16/2012,3.21,3.0275,2.9625,2.9075,2.8775,2.885,2.8975,2.915,2.95,2.9775,3.0075,3.035,3.0675,3.1,3.0975,3.155
8/15/2012,3.2,2.98,2.9025,2.8325,2.7825,2.785,2.795,2.81,2.8425,2.8675,2.895,2.9225,2.9525,2.985,2.9825,3.04
8/14/2012,3.2,2.98,2.9025,2.8325,2.7825,2.785,2.795,2.81,2.8425,2.8675,2.895,2.9225,2.9525,2.985,2.9825,3.04
8/13/2012,3.2,2.9725,2.8725,2.7975,2.745,2.7475,2.7575,2.7675,2.8,2.8275,2.855,2.8825,2.9125,2.945,2.9425,3
8/10/2012,3.2,2.95,2.85,2.775,2.7225,2.7225,2.7325,2.745,2.7775,2.805,2.835,2.8625,2.895,2.9275,2.925,2.9825
8/9/2012,3.2,2.9713,2.8825,2.8125,2.7625,2.7625,2.7775,2.7925,2.825,2.86,2.8875,2.915,2.945,2.9775,2.9775,3.035
8/8/2012,3.2,2.9275,2.825,2.7475,2.695,2.695,2.7125,2.7325,2.7675,2.8025,2.8325,2.86,2.89,2.9225,2.9225,2.98
8/7/2012,3.2,2.92,2.815,2.7425,2.68,2.6825,2.7,2.715,2.75,2.78,2.81,2.8375,2.865,2.8925,2.895,2.9525
8/6/2012,3.2,2.9175,2.8125,2.7363,2.675,2.6775,2.695,2.71,2.7425,2.77,2.8,2.8275,2.855,2.8875,2.895,2.9525
8/3/2012,3.2,2.9,2.795,2.7213,2.6625,2.665,2.68,2.695,2.7275,2.755,2.785,2.8125,2.84,2.8725,2.88,2.9375
8/2/2012,3.2,2.9225,2.8175,2.745,2.685,2.685,2.6975,2.715,2.7475,2.775,2.805,2.8325,2.86,2.8925,2.9,2.9575
8/1/2012,3.2,2.9525,2.85,2.7875,2.74,2.74,2.7525,2.77,2.8025,2.83,2.86,2.8875,2.9125,2.945,2.9525,3.01
7/31/2012,3.2,2.9775,2.8875,2.825,2.78,2.7775,2.79,2.805,2.8375,2.865,2.895,2.9225,2.9475,2.98,2.9875,3.045
7/30/2012,3.2,2.975,2.89,2.8275,2.7825,2.7825,2.795,2.81,2.8425,2.87,2.9,2.9275,2.9525,2.985,2.9975,3.055
7/27/2012,3.2,2.9575,2.8725,2.815,2.775,2.775,2.79,2.81,2.8425,2.87,2.9,2.9275,2.9525,2.985,2.9975,3.055
7/26/2012,3.19,2.9313,2.8325,2.76,2.7075,2.695,2.7075,2.7225,2.755,2.785,2.8075,2.835,2.86,2.8925,2.905,2.9625
7/25/2012,3.19,2.885,2.7825,2.7,2.6375,2.6225,2.6325,2.645,2.6775,2.71,2.7325,2.76,2.785,2.8175,2.83,2.8875
7/24/2012,3.2,2.8888,2.79,2.7175,2.6575,2.645,2.6575,2.67,2.705,2.7375,2.77,2.7975,2.8275,2.86,2.8725,2.93
7/23/2012,3.2,2.8775,2.7775,2.7025,2.6375,2.625,2.6375,2.65,2.685,2.715,2.745,2.7725,2.8,2.8325,2.845,2.9025
7/20/2012,3.21,2.935,2.8425,2.7825,2.7225,2.7225,2.7375,2.7575,2.7925,2.8225,2.85,2.8775,2.9025,2.93,2.9475,3.005
7/19/2012,3.22,2.9563,2.8675,2.8075,2.75,2.7475,2.765,2.785,2.8175,2.8475,2.8775,2.9075,2.9325,2.965,2.9825,3.04
7/18/2012,3.23,2.9625,2.8825,2.8275,2.775,2.7725,2.7875,2.805,2.83,2.86,2.89,2.92,2.945,2.9775,2.995,3.0525
7/17/2012,3.24,3.015,2.94,2.89,2.8425,2.8425,2.8575,2.875,2.9,2.93,2.96,2.99,3.015,3.0475,3.065,3.1225
7/16/2012,3.25,3.0225,2.95,2.9,2.8525,2.855,2.875,2.895,2.925,2.9475,2.9775,3.0025,3.03,3.0625,3.08,3.1375
7/13/2012,3.25,2.99,2.92,2.895,2.865,2.8725,2.8975,2.92,2.95,2.97,2.9975,3.0225,3.0475,3.08,3.0975,3.155
7/12/2012,3.27,3.0075,2.94,2.9275,2.91,2.92,2.95,2.9825,3.0125,3.0325,3.06,3.085,3.11,3.1425,3.16,3.2175
7/11/2012,3.54,3.315,3.25,3.215,3.1775,3.175,3.1925,3.2125,3.2425,3.2625,3.2825,3.3075,3.3275,3.36,3.3775,3.435
7/10/2012,3.54,3.3275,3.26,3.22,3.18,3.18,3.2,3.2225,3.25,3.27,3.29,3.315,3.335,3.3675,3.385,3.4425
7/9/2012,3.54,3.33,3.265,3.22,3.1775,3.1825,3.205,3.225,3.2525,3.2725,3.2925,3.3175,3.3375,3.37,3.3875,3.445
7/6/2012,3.54,3.3838,3.3175,3.2675,3.22,3.22,3.2375,3.2525,3.28,3.3,3.32,3.345,3.365,3.3975,3.415,3.4725
7/5/2012,3.54,3.4125,3.36,3.31,3.26,3.2575,3.2725,3.29,3.315,3.335,3.355,3.38,3.4,3.4325,3.45,3.5075
7/4/2012,3.54,3.4088,3.3525,3.3075,3.2625,3.2625,3.28,3.2975,3.3225,3.345,3.365,3.39,3.41,3.4425,3.46,3.5175
7/3/2012,3.54,3.405,3.35,3.3075,3.265,3.2675,3.2825,3.3,3.3225,3.3475,3.37,3.395,3.415,3.4475,3.465,3.5225
7/2/2012,3.54,3.4025,3.3475,3.31,3.2725,3.2725,3.2875,3.305,3.33,3.355,3.3775,3.4025,3.4225,3.455,3.4725,3.53
6/29/2012,3.54,3.3938,3.34,3.3025,3.2625,3.265,3.2825,3.3,3.325,3.35,3.3725,3.3975,3.4175,3.45,3.4675,3.525
6/28/2012,3.54,3.3788,3.3175,3.2763,3.2325,3.2325,3.2475,3.265,3.29,3.315,3.34,3.365,3.385,3.4175,3.435,3.4925
6/27/2012,3.54,3.3825,3.3225,3.2825,3.24,3.24,3.25,3.2675,3.2925,3.3175,3.3425,3.3675,3.39,3.4225,3.4425,3.5
6/26/2012,3.54,3.395,3.3375,3.2975,3.2575,3.26,3.2725,3.29,3.3175,3.3425,3.3675,3.3925,3.4175,3.45,3.47,3.5275
6/25/2012,3.54,3.395,3.3375,3.3,3.2625,3.26,3.2725,3.29,3.3175,3.3425,3.3675,3.3925,3.4175,3.45,3.47,3.5275
6/22/2012,3.54,3.3975,3.34,3.3013,3.2625,3.26,3.2725,3.29,3.32,3.345,3.37,3.395,3.42,3.4525,3.4725,3.53
6/21/2012,3.54,3.4125,3.3575,3.325,3.2925,3.295,3.305,3.3175,3.345,3.37,3.3975,3.4225,3.4475,3.48,3.5,3.5575
6/20/2012,3.54,3.4,3.3375,3.305,3.275,3.2775,3.29,3.305,3.3325,3.3575,3.385,3.4075,3.4325,3.465,3.485,3.5425
6/19/2012,3.54,3.385,3.315,3.28,3.2475,3.2475,3.26,3.275,3.3025,3.3275,3.3525,3.3775,3.4025,3.435,3.455,3.5125
6/18/2012,3.54,3.3925,3.3225,3.2925,3.2625,3.265,3.2825,3.3025,3.33,3.355,3.38,3.405,3.43,3.4625,3.4825,3.54
6/15/2012,3.54,3.3625,3.285,3.2525,3.22,3.2225,3.24,3.26,3.285,3.31,3.335,3.36,3.385,3.4175,3.4375,3.495
6/14/2012,3.54,3.36,3.295,3.26,3.225,3.225,3.245,3.265,3.29,3.315,3.34,3.365,3.39,3.4225,3.4425,3.5
6/13/2012,3.54,3.365,3.305,3.2725,3.24,3.2425,3.265,3.285,3.3125,3.34,3.3625,3.385,3.41,3.4425,3.4625,3.52
6/12/2012,3.54,3.3625,3.3025,3.2675,3.2325,3.23,3.25,3.27,3.2975,3.325,3.3475,3.37,3.395,3.4275,3.4475,3.505
6/11/2012,3.54,3.3775,3.33,3.2975,3.2625,3.2625,3.2825,3.305,3.3325,3.3525,3.38,3.405,3.4325,3.465,3.4825,3.5375
6/8/2012,3.54,3.345,3.2875,3.2463,3.2075,3.2025,3.2225,3.2425,3.27,3.2875,3.31,3.3375,3.3675,3.4,3.4175,3.4725
6/7/2012,3.54,3.3875,3.335,3.2975,3.26,3.255,3.265,3.275,3.3025,3.3225,3.3475,3.375,3.405,3.4375,3.455,3.51
6/6/2012,3.54,3.37,3.3125,3.2725,3.23,3.22,3.23,3.2425,3.27,3.29,3.315,3.3425,3.3725,3.405,3.4225,3.4775
6/5/2012,3.54,3.37,3.3125,3.2713,3.23,3.22,3.23,3.2425,3.27,3.29,3.315,3.3425,3.3725,3.405,3.4225,3.4775
6/4/2012,3.54,3.3375,3.2775,3.2225,3.1775,3.16,3.1675,3.1775,3.2,3.2175,3.2425,3.27,3.2975,3.33,3.3475,3.4025
6/1/2012,3.54,3.3588,3.3,3.2525,3.2075,3.195,3.1975,3.2075,3.235,3.2575,3.2825,3.31,3.3375,3.375,3.395,3.45
5/31/2012,3.54,3.375,3.32,3.28,3.24,3.2325,3.2425,3.2575,3.285,3.3075,3.3325,3.36,3.3875,3.425,3.445,3.5
5/30/2012,3.54,3.3988,3.3525,3.3188,3.285,3.28,3.2875,3.3025,3.33,3.3525,3.3775,3.405,3.4325,3.47,3.49,3.545
5/29/2012,3.54,3.4178,3.37,3.34,3.31,3.3075,3.315,3.33,3.3575,3.3825,3.41,3.4375,3.465,3.5025,3.5225,3.5775
5/28/2012,3.54,3.3975,3.3475,3.3175,3.285,3.2825,3.29,3.3075,3.335,3.36,3.39,3.4175,3.445,3.4825,3.5025,3.5575
5/25/2012,3.54,3.3975,3.3475,3.3175,3.285,3.2825,3.29,3.3075,3.335,3.36,3.39,3.4175,3.445,3.4825,3.5025,3.5575
5/24/2012,3.54,3.39,3.335,3.3025,3.2675,3.265,3.2725,3.29,3.32,3.3475,3.3725,3.405,3.435,3.47,3.49,3.545
5/23/2012,3.54,3.405,3.3525,3.3163,3.2825,3.28,3.285,3.3,3.33,3.3575,3.3825,3.415,3.445,3.48,3.5,3.555
5/22/2012,3.54,3.4013,3.3525,3.32,3.28,3.2775,3.2825,3.3,3.33,3.3525,3.3775,3.4075,3.44,3.47,3.495,3.55
5/21/2012,3.54,3.385,3.325,3.2825,3.235,3.23,3.23,3.245,3.2775,3.3025,3.33,3.36,3.3925,3.4225,3.4475,3.5025
5/18/2012,3.54,3.3725,3.3125,3.2725,3.2225,3.215,3.22,3.225,3.2525,3.275,3.3,3.33,3.36,3.39,3.415,3.47
5/17/2012,3.54,3.4225,3.385,3.3488,3.3075,3.3025,3.3025,3.3075,3.335,3.355,3.3775,3.4075,3.435,3.465,3.49,3.545
5/16/2012,3.54,3.4125,3.37,3.3325,3.29,3.2875,3.285,3.29,3.315,3.345,3.37,3.4,3.43,3.4575,3.4825,3.5375
5/15/2012,3.54,3.44,3.415,3.39,3.365,3.3675,3.3725,3.3825,3.4075,3.4325,3.4575,3.4875,3.515,3.5425,3.5675,3.6225
5/14/2012,3.54,3.4675,3.4475,3.4213,3.395,3.3975,3.4025,3.415,3.4425,3.4675,3.49,3.52,3.5425,3.57,3.595,3.65
5/11/2012,3.54,3.47,3.45,3.425,3.4,3.4,3.405,3.42,3.4475,3.4725,3.495,3.525,3.55,3.5775,3.6025,3.6575
5/10/2012,3.54,3.4825,3.4625,3.4425,3.4225,3.425,3.4325,3.4525,3.4825,3.51,3.5325,3.565,3.59,3.6175,3.6425,3.6975
5/9/2012,3.54,3.4675,3.4475,3.4213,3.395,3.395,3.4,3.415,3.445,3.4725,3.495,3.5275,3.5525,3.58,3.605,3.66
5/8/2012,3.54,3.4713,3.4525,3.4275,3.4025,3.4025,3.4125,3.4225,3.455,3.4825,3.5025,3.535,3.5575,3.585,3.61,3.665
5/7/2012,3.54,3.465,3.445,3.415,3.3875,3.3875,3.39,3.4025,3.435,3.4625,3.4825,3.515,3.5375,3.565,3.59,3.645
5/4/2012,3.54,3.4825,3.465,3.445,3.4275,3.43,3.435,3.45,3.4775,3.5,3.5225,3.5575,3.5775,3.6075,3.6325,3.6875
5/3/2012,3.54,3.4925,3.4725,3.455,3.44,3.4425,3.45,3.465,3.4925,3.515,3.5375,3.5725,3.585,3.6125,3.635,3.69
5/2/2012,3.54,3.5025,3.49,3.4775,3.4675,3.4725,3.485,3.5,3.5275,3.55,3.5725,3.6075,3.62,3.6475,3.67,3.725
5/1/2012,3.54,3.5,3.4875,3.4775,3.465,3.4675,3.4775,3.4925,3.5225,3.545,3.5675,3.6025,3.6125,3.64,3.6625,3.7175
4/30/2012,3.54,3.5,3.4875,3.4775,3.465,3.4675,3.4775,3.4925,3.5225,3.545,3.5675,3.6025,3.6125,3.64,3.6625,3.7175
4/27/2012,3.54,3.5038,3.49,3.4825,3.4725,3.48,3.4888,3.505,3.5325,3.5575,3.5825,3.6175,3.63,3.655,3.6775,3.7325
4/26/2012,3.54,3.5238,3.5025,3.505,3.4925,3.5025,3.5138,3.5325,3.5638,3.5875,3.6138,3.6475,3.6625,3.6915,3.714,3.764
4/25/2012,3.54,3.5213,3.5088,3.505,3.495,3.505,3.5149,3.5323,3.56,3.5823,3.61,3.645,3.6598,3.6915,3.714,3.764
4/24/2012,3.54,3.515,3.4975,3.4925,3.4825,3.4925,3.5013,3.52,3.5485,3.5713,3.5985,3.6335,3.6475,3.6725,3.695,3.751
4/23/2012,3.54,3.515,3.5025,3.4963,3.4875,3.4975,3.5075,3.5275,3.5563,3.58,3.6088,3.6438,3.6575,3.69,3.713,3.763
4/20/2012,3.54,3.515,3.495,3.4875,3.475,3.485,3.495,3.5175,3.545,3.5725,3.5975,3.6325,3.65,3.6775,3.7,3.755
4/19/2012,3.54,3.525,3.5125,3.5038,3.495,3.505,3.5175,3.54,3.5675,3.595,3.62,3.655,3.675,3.7025,3.725,3.78
4/18/2012,3.54,3.5263,3.5125,3.505,3.495,3.51,3.5175,3.5425,3.57,3.5975,3.6225,3.6575,3.6775,3.705,3.7275,3.7825
4/17/2012,3.54,3.5113,3.495,3.49,3.47,3.4775,3.4875,3.51,3.5375,3.565,3.59,3.625,3.6425,3.67,3.6925,3.7475
4/16/2012,3.54,3.51,3.4975,3.4875,3.475,3.4875,3.495,3.52,3.5525,3.5775,3.6025,3.6375,3.6575,3.685,3.7075,3.7625
4/13/2012,3.54,3.5225,3.515,3.5088,3.5,3.515,3.5275,3.555,3.5875,3.6125,3.6375,3.6725,3.6925,3.72,3.7425,3.7975
4/12/2012,3.54,3.525,3.515,3.5063,3.5,3.51,3.525,3.5525,3.5825,3.6075,3.6325,3.6675,3.6875,3.715,3.7375,3.7925
4/11/2012,3.54,3.5225,3.51,3.505,3.4975,3.515,3.5325,3.56,3.5925,3.62,3.6425,3.6775,3.6975,3.725,3.7475,3.7975
4/10/2012,3.54,3.52,3.51,3.5038,3.4975,3.515,3.5325,3.56,3.5925,3.62,3.6425,3.6775,3.6975,3.725,3.7475,3.7975
4/9/2012,3.54,3.53,3.5125,3.5063,3.5025,3.5225,3.545,3.5725,3.605,3.63,3.6575,3.6975,3.7175,3.745,3.7675,3.8175
4/6/2012,3.55,3.5413,3.54,3.5388,3.5375,3.5575,3.585,3.615,3.6475,3.6725,3.7,3.74,3.76,3.7875,3.81,3.86
4/5/2012,3.55,3.5463,3.545,3.5463,3.5475,3.57,3.6,3.63,3.6625,3.6875,3.715,3.755,3.775,3.8025,3.825,3.875
4/4/2012,3.55,3.5488,3.55,3.555,3.5575,3.5825,3.61,3.645,3.68,3.705,3.735,3.77,3.79,3.8175,3.84,3.89
4/3/2012,3.55,3.54,3.545,3.545,3.545,3.57,3.5975,3.63,3.665,3.69,3.72,3.755,3.775,3.8025,3.825,3.875
4/2/2012,3.55,3.5513,3.55,3.5563,3.56,3.5825,3.6075,3.64,3.675,3.6975,3.7275,3.7625,3.7825,3.81,3.8325,3.8825
3/30/2012,3.55,3.5413,3.5425,3.5413,3.54,3.555,3.58,3.61,3.645,3.67,3.7,3.735,3.755,3.7825,3.805,3.855
3/29/2012,3.55,3.5463,3.55,3.5538,3.555,3.58,3.605,3.63,3.665,3.69,3.72,3.755,3.775,3.8025,3.825,3.875
3/28/2012,3.55,3.5488,3.555,3.5625,3.5675,3.595,3.6225,3.645,3.68,3.705,3.735,3.77,3.79,3.8175,3.8375,3.8875
3/27/2012,3.55,3.56,3.575,3.5863,3.6,3.6325,3.6575,3.68,3.715,3.74,3.77,3.805,3.825,3.8525,3.8725,3.9225
3/26/2012,3.55,3.5563,3.565,3.57,3.5775,3.605,3.6275,3.6475,3.68,3.705,3.7325,3.7625,3.7825,3.81,3.83,3.88
3/23/2012,3.54,3.5563,3.565,3.58,3.59,3.62,3.645,3.67,3.705,3.7325,3.755,3.785,3.805,3.8325,3.8525,3.9025
3/22/2012,3.54,3.55,3.56,3.57,3.585,3.6175,3.6425,3.665,3.695,3.7175,3.74,3.7675,3.79,3.8175,3.835,3.885
3/21/2012,3.54,3.555,3.565,3.5775,3.595,3.63,3.6575,3.6825,3.7125,3.7325,3.7525,3.78,3.805,3.8325,3.85,3.9
3/20/2012,3.54,3.55,3.56,3.5713,3.58,3.615,3.6425,3.6675,3.6975,3.7175,3.74,3.7675,3.7925,3.82,3.8375,3.8875
3/19/2012,3.54,3.5613,3.57,3.5863,3.605,3.64,3.665,3.69,3.72,3.7425,3.7675,3.795,3.82,3.8475,3.865,3.915
3/16/2012,3.54,3.565,3.57,3.5713,3.5875,3.62,3.6425,3.6675,3.695,3.7175,3.7425,3.77,3.795,3.8225,3.84,3.89
3/15/2012,3.54,3.555,3.5625,3.5638,3.57,3.6,3.625,3.65,3.675,3.695,3.72,3.7475,3.77,3.7975,3.815,3.865
3/14/2012,3.54,3.5425,3.54,3.5413,3.5375,3.56,3.5825,3.61,3.635,3.655,3.68,3.7075,3.7225,3.75,3.7675,3.8175
3/13/2012,3.54,3.5263,3.5225,3.5113,3.505,3.5175,3.5325,3.5575,3.5825,3.6025,3.6275,3.66,3.68,3.71,3.7275,3.7775
3/12/2012,3.54,3.5213,3.5175,3.5088,3.4975,3.5075,3.5175,3.5375,3.56,3.58,3.6025,3.6325,3.6525,3.6825,3.7025,3.7525
3/9/2012,3.54,3.5338,3.53,3.5238,3.5175,3.53,3.5425,3.565,3.5875,3.61,3.63,3.66,3.68,3.7125,3.735,3.785
3/8/2012,3.54,3.5225,3.52,3.51,3.5,3.5125,3.525,3.545,3.57,3.59,3.6075,3.6425,3.665,3.6975,3.72,3.77
3/7/2012,3.54,3.525,3.525,3.5213,3.5125,3.525,3.54,3.5575,3.585,3.605,3.625,3.66,3.685,3.72,3.745,3.795
3/6/2012,3.53,3.5275,3.525,3.5263,3.52,3.535,3.5475,3.565,3.59,3.61,3.63,3.665,3.69,3.7275,3.75,3.8
3/5/2012,3.54,3.5363,3.5375,3.5388,3.5375,3.5575,3.5725,3.59,3.615,3.6375,3.655,3.69,3.715,3.749,3.7825,3.8325
3/2/2012,3.54,3.5325,3.525,3.525,3.52,3.5325,3.5425,3.5575,3.5825,3.6025,3.6225,3.6575,3.6825,3.72,3.7425,3.7925
3/1/2012,3.54,3.52,3.515,3.5025,3.4875,3.49,3.4925,3.505,3.5325,3.555,3.575,3.61,3.635,3.6725,3.695,3.745
2/29/2012,3.54,3.5213,3.515,3.5025,3.4875,3.49,3.4925,3.505,3.5325,3.555,3.575,3.61,3.635,3.6725,3.695,3.745
2/28/2012,3.53,3.4963,3.49,3.4763,3.4575,3.46,3.465,3.4825,3.5125,3.5375,3.5675,3.6025,3.6275,3.665,3.6875,3.7375
2/27/2012,3.52,3.4963,3.49,3.4763,3.4625,3.4675,3.4775,3.4975,3.5275,3.5525,3.5825,3.6175,3.6425,3.68,3.7025,3.7525
2/24/2012,3.52,3.4963,3.495,3.4838,3.47,3.48,3.4875,3.5075,3.5375,3.5625,3.59,3.625,3.65,3.6875,3.71,3.76
2/23/2012,3.52,3.4963,3.495,3.4838,3.4675,3.475,3.4825,3.505,3.535,3.56,3.59,3.625,3.65,3.6875,3.71,3.76
2/22/2012,3.52,3.5025,3.5,3.485,3.47,3.475,3.485,3.505,3.54,3.5675,3.6,3.635,3.66,3.7,3.725,3.775
2/21/2012,3.52,3.49,3.4875,3.475,3.4575,3.46,3.47,3.49,3.525,3.5525,3.5825,3.6175,3.6425,3.6825,3.7075,3.7575
2/20/2012,3.52,3.4913,3.49,3.4788,3.465,3.47,3.4775,3.4975,3.535,3.565,3.595,3.63,3.655,3.695,3.72,3.77
2/17/2012,3.52,3.4888,3.4825,3.4675,3.4525,3.4575,3.4625,3.485,3.5225,3.5525,3.5825,3.6175,3.6475,3.6875,3.7125,3.7625
2/16/2012,3.52,3.4675,3.465,3.4438,3.4225,3.43,3.4325,3.45,3.485,3.515,3.545,3.58,3.6075,3.6475,3.6725,3.7225
2/15/2012,3.52,3.4875,3.485,3.465,3.4475,3.455,3.4675,3.4875,3.5225,3.5525,3.5825,3.6175,3.645,3.685,3.71,3.76
2/14/2012,3.52,3.4825,3.4775,3.4638,3.4475,3.455,3.465,3.4875,3.5225,3.5525,3.5825,3.6175,3.645,3.69,3.72,3.77
2/13/2012,3.52,3.5,3.4925,3.4813,3.4675,3.48,3.495,3.5175,3.5525,3.5825,3.61,3.645,3.6725,3.7175,3.7475,3.7975
2/10/2012,3.52,3.495,3.485,3.4713,3.455,3.4625,3.4725,3.505,3.54,3.57,3.595,3.6325,3.66,3.705,3.735,3.785
2/9/2012,3.52,3.5063,3.5,3.485,3.475,3.48,3.49,3.52,3.555,3.585,3.61,3.6475,3.675,3.72,3.75,3.8
2/8/2012,3.53,3.51,3.5,3.4788,3.46,3.46,3.4625,3.485,3.5225,3.555,3.5825,3.62,3.65,3.695,3.725,3.775
2/7/2012,3.53,3.505,3.4825,3.4563,3.4275,3.4175,3.4175,3.435,3.4775,3.515,3.5475,3.585,3.6175,3.6625,3.6925,3.7425
2/6/2012,3.53,3.4888,3.465,3.4338,3.405,3.39,3.39,3.41,3.4475,3.48,3.51,3.545,3.575,3.62,3.65,3.7
2/3/2012,3.53,3.4875,3.465,3.4325,3.4,3.3875,3.3875,3.405,3.4375,3.465,3.495,3.53,3.56,3.605,3.635,3.685
2/2/2012,3.54,3.505,3.48,3.4425,3.415,3.405,3.41,3.435,3.4725,3.5,3.53,3.565,3.585,3.63,3.66,3.71
2/1/2012,3.54,3.4913,3.4675,3.4288,3.3925,3.3825,3.3875,3.4125,3.4525,3.48,3.51,3.545,3.565,3.61,3.64,3.69
1/31/2012,3.54,3.4938,3.47,3.4363,3.405,3.3975,3.405,3.43,3.4675,3.4925,3.5225,3.5575,3.5775,3.6225,3.6525,3.7025
1/30/2012,3.54,3.485,3.4575,3.4225,3.39,3.3825,3.39,3.4175,3.455,3.48,3.51,3.545,3.565,3.61,3.64,3.69
1/27/2012,3.54,3.495,3.47,3.44,3.415,3.4075,3.415,3.445,3.4825,3.505,3.535,3.57,3.59,3.635,3.665,3.715
1/26/2012,3.54,3.49,3.465,3.4388,3.4125,3.41,3.4175,3.45,3.4875,3.51,3.54,3.575,3.5975,3.645,3.675,3.725
1/25/2012,3.54,3.5,3.4775,3.45,3.425,3.42,3.4325,3.465,3.5025,3.525,3.56,3.595,3.62,3.6675,3.6975,3.7475
1/24/2012,3.54,3.48,3.455,3.43,3.4025,3.395,3.4075,3.4375,3.475,3.5,3.535,3.57,3.5975,3.645,3.675,3.725
1/23/2012,3.54,3.48,3.455,3.43,3.4025,3.395,3.4075,3.4375,3.475,3.5,3.535,3.57,3.5975,3.645,3.675,3.725
1/20/2012,3.54,3.4825,3.455,3.4325,3.4025,3.395,3.4075,3.4375,3.475,3.5,3.535,3.57,3.5975,3.645,3.675,3.725
1/19/2012,3.54,3.4775,3.45,3.42,3.385,3.375,3.385,3.4125,3.4475,3.47,3.5025,3.5375,3.56,3.6075,3.6375,3.6875
1/18/2012,3.55,3.49,3.455,3.415,3.38,3.3725,3.385,3.4125,3.445,3.4775,3.5125,3.5475,3.5725,3.62,3.65,3.7
1/17/2012,3.56,3.4938,3.4575,3.4163,3.38,3.3725,3.385,3.41,3.4425,3.475,3.51,3.545,3.57,3.6175,3.6475,3.6975
1/16/2012,3.56,3.4838,3.4475,3.4,3.3575,3.3475,3.36,3.385,3.415,3.445,3.48,3.515,3.535,3.5825,3.6125,3.6625
1/13/2012,3.56,3.4888,3.455,3.405,3.3675,3.3575,3.37,3.39,3.42,3.45,3.485,3.52,3.54,3.59,3.625,3.675
1/12/2012,3.56,3.4938,3.45,3.3975,3.355,3.3475,3.35,3.375,3.405,3.435,3.47,3.505,3.525,3.575,3.61,3.66
1/11/2012,3.56,3.485,3.44,3.3913,3.345,3.3375,3.3475,3.3725,3.4075,3.44,3.48,3.5125,3.5375,3.5875,3.6225,3.6725
1/10/2012,3.56,3.49,3.445,3.4025,3.3575,3.355,3.3725,3.4,3.435,3.4675,3.5075,3.54,3.565,3.615,3.65,3.7
1/9/2012,3.56,3.4738,3.4325,3.3913,3.3475,3.35,3.3725,3.4075,3.4425,3.475,3.515,3.5475,3.5775,3.6275,3.6625,3.7125
1/6/2012,3.56,3.4638,3.4175,3.3738,3.32,3.32,3.34,3.3725,3.4075,3.445,3.485,3.5175,3.55,3.6,3.635,3.685
1/5/2012,3.56,3.4513,3.405,3.3613,3.305,3.305,3.3375,3.3725,3.4075,3.445,3.485,3.5175,3.5525,3.6025,3.6425,3.6925
1/4/2012,3.56,3.4538,3.4075,3.3663,3.315,3.3175,3.35,3.39,3.435,3.475,3.52,3.5525,3.595,3.64,3.6825,3.735
1/3/2012,3.56,3.4425,3.3975,3.3588,3.31,3.315,3.3525,3.3975,3.4425,3.4875,3.535,3.5675,3.6125,3.6575,3.7,3.7525
1/2/2012,3.55,3.4313,3.3875,3.345,3.2975,3.3075,3.335,3.3825,3.43,3.48,3.53,3.5675,3.6175,3.6625,3.705,3.7575
12/30/2011,3.55,3.4175,3.3775,3.3375,3.285,3.3,3.325,3.37,3.4175,3.4675,3.5175,3.555,3.605,3.65,3.6925,3.745
12/29/2011,3.55,3.4175,3.3775,3.3325,3.285,3.3,3.325,3.37,3.4175,3.4675,3.5175,3.555,3.605,3.65,3.6925,3.745
12/28/2011,3.55,3.4325,3.395,3.355,3.32,3.335,3.365,3.415,3.46,3.5075,3.5425,3.5825,3.6375,3.6825,3.725,3.7775
12/27/2011,3.55,3.4475,3.4,3.37,3.325,3.34,3.37,3.42,3.465,3.5125,3.5475,3.5875,3.6375,3.6825,3.725,3.7775
12/26/2011,3.55,3.4525,3.4075,3.3763,3.3425,3.3475,3.3775,3.4275,3.4725,3.52,3.555,3.595,3.64,3.685,3.7275,3.78
12/23/2011,3.55,3.43,3.385,3.3538,3.3275,3.34,3.37,3.42,3.465,3.5125,3.5475,3.5875,3.6325,3.6775,3.72,3.7725
12/22/2011,3.55,3.4125,3.365,3.3313,3.3025,3.31,3.34,3.39,3.435,3.48,3.515,3.555,3.6,3.645,3.6875,3.7375
12/21/2011,3.55,3.3975,3.345,3.3125,3.28,3.285,3.315,3.365,3.41,3.455,3.49,3.53,3.575,3.62,3.6625,3.7125
12/20/2011,3.55,3.3825,3.3275,3.2888,3.2525,3.26,3.29,3.34,3.3825,3.425,3.465,3.505,3.55,3.595,3.6375,3.6875
12/19/2011,3.55,3.38,3.34,3.3013,3.2725,3.285,3.32,3.37,3.4125,3.455,3.495,3.535,3.58,3.625,3.6675,3.7175
12/16/2011,3.55,3.365,3.325,3.2813,3.25,3.2625,3.305,3.3475,3.3875,3.4275,3.4675,3.5075,3.5475,3.5925,3.635,3.685
12/15/2011,3.55,3.3713,3.325,3.2863,3.255,3.275,3.315,3.35,3.39,3.43,3.47,3.51,3.545,3.59,3.635,3.685
12/14/2011,3.55,3.3725,3.3425,3.305,3.275,3.2975,3.345,3.3925,3.435,3.4775,3.52,3.56,3.595,3.64,3.685,3.735
12/13/2011,3.55,3.3838,3.355,3.3175,3.29,3.31,3.35,3.39,3.4275,3.465,3.5025,3.5375,3.57,3.615,3.66,3.71
